"user_id","id"
1153617,"22,28,21,48,17,6,1,44,9,13"
746105,"46,25,29,12,19,13,14,5,43,35,41,26,21"
1190178,"25,20,40,39,5,31,18"
1382920,"15,3,39,27,36,35,10,42,45"
712768,"17,12,3,10,20,25,47,48,14,28"
56065,"38,5,47,9,39,4,16"
798764,"18,27,1,11,23,8"
700121,"1,41,26,28,11,30"
1250701,"43,32,10,20"
737567,"42,23,13,6,28,10,45,2,34,39,44,18"
735776,"32,40,43,9"
66777,"1,2,22,44,46,48,27,18,40,36,17"
664094,"25,27,44,42,45,36,2,10,19"
755423,"44,3,1,15,37,42,2,34"
1018554,"8,22,44,20,16,21,4,9,23,43,42,46,10,24"
945662,"26,5,30,6,43,38,33,9,15,11"
159430,"2,32,45,42,23,43,41,28,8"
1096523,"18,27,48,11,28,16,42,41,36"
845504,"40,20,46,38,27,33,2,5,6,37,17,47,42,23"
640423,"9,38,26,43,28,37,13,39,2"
1341653,"32,42,28,36,6,7,2,39"
1236479,"40,25,21,16,33,7,46,1,42,9"
699143,"47,25,32,2,19,16,8,26,45,4,9"
1308942,"37,44,10"
446422,"30,11,34,13,3,41,26,21,35"
46757,"37,6,47,41"
319247,"16,23,20,28,8,3"
1140201,"32,37,38,16,10,1,6,17,44,45,5,2"
610512,"11,6,42,10,28,26,24,40,18,31,46,20,1"
394731,"2,27,41,39,1"
1373736,"13,39,6,47,15"
1320303,"45,13,43,23,9"
1054955,"18,43,5,1"
1393048,"13,1,46,40,18,27,10,42,38,14,39,34,22,23,8"
813444,"38,45,43"
1024260,"10,48,20,33,3,45,37,19,46,2,43"
17075,"44,11,9,20,46,23,28,43,41,38,32"
1453322,"46,32,36,26,3,20,38"
1426754,"13,27,9,44,42,41,39,2"
1033057,"8,22,18,43,9,44,45,2,25,38,3,20,17,47,46"
195639,"41,43,25,34,44,17,47"
801471,"10,42,48,14,36,39,34"
706771,"21,9,39,37,11,45,29,14,16,2,13,32,20,46"
985896,"23,27,41,13,9,44,34,4,19,2"
1082411,"44,20,18,27,2,32,33"
755925,"10,27,37,39,34,44,32,2,9,43"
840035,"29,22,30,43,9,23,12"
490774,"7,17,1,43,28"
120692,"22,6,21,2,44,29,39,47,40,33,46,36,34,45"
1268743,"21,25,32,38,36"
377320,"2,42,10,48,45,41,8,32,44,17,18,34,14,26,4"
1486308,"6,47,9,38,25"
1412790,"13,38,44,17,20,40,3,48,35,2"
181639,"22,8,46,40,20,2,7,6,17"
1034283,"44,2,10,37,18,20,25,5,14,34"
112013,"36"
849004,"40,47,45,28"
785801,"9,23,13,43"
145331,"13,37,28,33,12,10,34,39,11,27,44,8,26"
1360893,"33,46,34,37,39,13,44,2,10,28"
837782,"43,39,37"
1363440,"9,37,48,2,10,11,20,14,16"
536660,"23,2,10"
692425,"45,20,21,14,2,16,48,8,39,22,34"
202640,"18,1,11"
1423001,"13,17,25,2,1,43,23,34,39,36,4,12"
1304600,"6,26,43,23,13,39,1,30,17"
975033,"38,2,43,23"
1338587,"40,20,46,45,23,9,39,35,32,33,28,38,43"
454866,"1,4,25,46,14,38,44,47,26,23"
1274557,"28,41,26,3,17,13,18,42,39,40,46,43,20,25"
611095,"28,13,10,26,34,17,47,31,32,23"
317512,"1,46,37,7,27,22,10,42,3,9,11"
889621,"36,25,44,31,22,46"
807315,"6,43,29,13,1,11,30,4,2,40"
859964,"9,26"
215985,"25,26,23,13,17,6,35,34,37"
795251,"8,22,9,43,38,34,25,3,36,47,30"
335532,"17,26,13,22,32,44,46"
1176467,"2,21,14,8,18,38,45"
317882,"3,46,35,26,13,34"
277263,"47,15,5,27,18,2,39,17,1,32,46,45,19,26"
663672,"32"
1019049,"24,42,41,34,37,43,45,26"
427885,"39,46,36,22,33,15,24,45,17"
921335,"1,43,3,37,28,11,17,25,32"
71461,"11,17,37,38,9,13,39,34,43,46,32,20,16,26,18"
173132,"25"
1137489,"39,34,46,23,21,48,13,37"
133355,"44,26,43,41,32,20,24,12"
550588,"39,34,46"
112013,"6,2,17,47,20,3,18"
352070,"46,32,36,14,42,39"
945173,"43,20,46,36,22,37,44,19,9"
235699,"45,14,8,46,21,26,25,31,44,16,17,32"
700762,"36,20,40,48,25,16,2,13,39"
1215161,"36,48,28,10,30,3,2,42,16,21,45"
422451,"22,6,38,3,1,20,10,2"
195722,"28,48,37,34,21,13,9,8,26,43,2,46,41,47,40"
295840,"34,37,39,1,22"
547495,"32,42,17,31,46,20"
239550,"19,38,29,44,13,34,41,37,20"
57070,"43,23,25,26,37,36,24,33"
412750,"47,25,32,29,35,39,13,8,28,19,37,38,23"
819320,"47,1,46,40,48,20,25,45,4,6,15,29,9,22,23,28,17,19"
234378,"5,48,2,31,9,29,18,25,40"
1223379,"36,42,26,2,34,13,23,40,46,43"
603172,"1,48,16,11"
641281,"9,43"
1237691,"1,10,45,16,14,46,40,42,23"
664966,"17,46,20,34,2,28,45,48,6"
306908,"28,45,41,21,48,16,44,42"
1354785,"25,6,27,23,42,45,34,32,38,8,21,10,9,43"
408252,"42"
739745,"43,23,9,21,48,16,4,7,8,14,20,25,37,26,41"
296481,"3,14,40"
1157741,"27,18,25,32,46,17,42,26,23,36,3,2,6,10,45,47,28,40,20"
573818,"33,7,8,36,29,12"
740623,"16,8,25,32,40,42,44,3,12,15"
1277878,"40,3,18,17,6,46,27,9,44,43,39,45"
173696,"39,37,23,9,43,34,13,40,20,46,32,1"
1271720,"39,46,42,10,13,37,16,14,27,2,20,32"
147132,"19,20,40"
271223,"26,41,2,34,10,33"
1086206,"23,39,20,2,5,29,42"
965075,"18,36,48,21,1,46,20,9,27,43,8"
669268,"24,23,8,21,2"
346712,"4,13,39,28"
640297,"3,34,40,1,26"
283019,"25,17,32,46,20,47"
1372119,"44"
272292,"39,22,1,48,44,42,2,37,13,34"
550408,"14,45,10,1"
87411,"2,34,13,3,48,16,40"
917878,"8,42,3,36,43,17"
1425761,"40,32,38"
302183,"28,41,4,22,5,6,14,48"
656621,"47,35,6,10,45,13,17,2,34,32,43"
975299,"15,27,37,34"
342170,"23,3,28,16,48,39,35,29,32,46,22,36,2,45,10,47,26,11,38"
1357453,"20,40,13,26,17,48,22,37,34"
837870,"2,37,13,10,29,38,48,46,47,17,6,43"
1305238,"22,28,2,16"
770322,"39,38,9,2,44,40,25,43,46,21,48"
1264176,"23,45,44,17,6,41,3,37,15,25,20,1,42"
866300,"42,15,13,34,39,45,10,1,30,27,21,46,41,20"
1460843,"1,31,6,45,33,28,14,13,34"
1340212,"17,2,3"
483077,"9,25,20,32,8,12,27,35,47,45,42"
568415,"8,31,36,2,10"
636240,"43,10,32,41,26,28,11,17,1,20"
557904,"23,40,29,35,12"
1314711,"19,27,18,2,20,25"
573764,"16,8,14,15,45,44,38,9,1,2,5,23"
386555,"34,39,38,41,43,45,10,21,48,14,46"
890923,"46,28,13,37,25,16,20,23,17,38"
1117122,"32,25,40,16,14,21,8,46,15,42,18"
147156,"44,31,6,2,33,35,19,45,22,38,21,16,14"
189910,"2,27,18,37,13,33,34,20,40,46,45,23,43,36"
810883,"39,2,8,18"
560738,"15,24,38,21,41,46,14,20,1,3,10,44,2"
63935,"46,8,38,44,47,28,10,45,14,25,32,39,34,37,2"
45955,"3,22,2,26,17,9,44,34,13,45,38,32,46,27,18"
626798,"10,47,29"
1473509,"38,13,19,36,39,32,4,48,47"
569046,"40,4,14,25,10,42,45,1,26,48"
911541,"40,20,25,38,37,7,21,5,23,22,26,24,9,34,13,8,30"
796807,"47,13,37,32,25,43,7"
1263907,"25,19,7,14,32,39,3,22,18"
104824,"37,41,17,39,29,6,45"
67272,"46"
54615,"16,45,2,44,43,47,46,42"
1318716,"25,2,34,47,6,17,33,41,37,3,1,31,30,9"
117663,"12,35,43,23"
492166,"4"
275253,"22,39,28,47,20,11,6"
4359,"41,20,25,32,36,27,1,2,37,46,3,24,4"
91603,"40,46,15,20,1,11"
86252,"23,9,20,22,10,42,2,44,38,39"
186902,"15,10,45,2"
293689,"39,20,9,32"
1204525,"41,2,38,23,9,43,30,11,20"
1094258,"27,35,14,11,23,9,47"
657506,"45,44"
504749,"21,10,44,5,16,2,42"
930795,"28,43,18,15,9,31,32,20"
692032,"41,44,37,22,2,17,6,40,3,42,26"
980436,"38,18,43,33,10,45,2,37,36,9,44,24,42,31,6,28"
860191,"17,44,16,2,1,47"
117392,"38,23,43,3"
958205,"42,34,19,39,20,41,6,29,10,22,18,17,2"
915946,"44,10,37,20,25,33,8,41,2,6,32,46,17,47"
790215,"18,34,16,39,8,42,44,45,11,12,24,6,1,40,43,28"
362211,"28,18,45,42,35"
992748,"10,44,45,2,40,25,32"
861368,"3,39,8,16,2,13,21,37,23"
704670,"34,40,17,2,14,44,16,45,10,1"
449385,"13,2,15"
218900,"32,1,33"
962253,"41,32,42,2,26,38,16,46"
280817,"27"
909320,"2,16,8,37,7,45,10,44,42,20,25,24,40,32,41"
4036,"2,45,38,36,1"
427015,"2,17,22"
1370698,"43,45,10,44,22,18"
240581,"2,22,36,31,18,26,47,48,46,20,4,24,32"
504107,"13,42,10,41,40,46,14,2"
1233245,"2,45,44,18,19,32,7,14"
347648,"26,45,44,28,7,2"
207808,"47,38,48,16,8,21,36,26"
826911,"39,22,40,32,38,43,34,42"
169246,"23,38,28,2,36,43,44,26,13,42,3"
1054305,"45,20,21,48,14,19"
208340,"10,17"
29231,"43"
1373929,"17,42,21,36,27,32,47,34,13,1,2,10,46,25"
689284,"47,43"
1041627,"9,1,16,34,8,41,37,24,39,22"
1386998,"6,31,18,29"
1450177,"46,34,2,24,32,40,25,20,10,45,18,6,3,1"
599814,"5,1,20,23,38,39,34,27,18,17,9"
986612,"39,3,32,46,20,2,6,47,31"
970335,"43,9,29,2,10,25"
124524,"34"
1245223,"15,28,7,13,26,43"
139240,"6,47,2,48,9,18,27,30,8,37,34"
1186458,"39,20,40,4,9,28,26,35"
489350,"40,25,2,10,42,43,38,33,47,29,23"
874732,"28,2,23,37,45,10,13,24,9,43,33,8,16,25,20"
688979,"20,44,10,26,9,43,23,30,47,25"
948451,"17,39,41"
215340,"34,42,39,9,12,47,2,28,32,23,14,43,16"
616451,"18,7,39,22,13,47,6,16,32,40,20,46,34,41"
837782,"28,2,10,25"
1100683,"39,15,25,41,28,38,46,34,11,42,21,45"
1112410,"44,42,45,25,24,6,9"
1010759,"43,41,25,1,3,7,9,21"
146105,"13,44,43,3,20,36,31,21"
1372885,"18,21,43,9,1,31,47,23,38"
987072,"46,32,12,9"
351049,"41,45,2,13,34,30,39,18,47,6,48,28,42"
1143527,"31,20,32,40,18"
685701,"35,20,25,48,45,43,9,1,41"
638462,"8,42,17,40,25"
947993,"1,31,9,38,43,34"
506971,"18,20,46,40,45,2"
920637,"46,32,2,40,25,22,8,31,18,1,42,10"
512078,"45,42,36,34,37,13,40,18"
1248247,"3,11,5,9,42,2,44,10"
353295,"8,14,12,32,25,46,33,7,2,31,13,39,37"
1194655,"23,6,45,47"
1142735,"45,42,17,34,43,23,39,14,15,3,2,32,20,25,16"
581049,"38,1,39,4,40"
1387284,"3"
1117034,"3,6,2,27,32,20,1,34,44,26,37"
857490,"31,26,34,39,8,21,14,46,32,37,13"
1080903,"26,28,31,35,3,4"
84223,"40,31,11,2,41,26,47,46"
669771,"46,37,36,32,1,26,2,45,13,4,42,41,43,23,28"
1204798,"36,22,37,2,32,17,26,15,33,18,19,25"
946277,"41,3,9,6,17,43,23,34,18,48,16,42,13,22,21,1"
138940,"21,47,2,37,24,34,6"
1064867,"41,37,34,17"
292259,"13,1,24"
1382369,"42,18,10,2,48,33,14,16,13,9,37,20,27,47,43,45,26,8"
869521,"3,14,31,1,37,39,26,36"
973827,"25,32,18,9"
688227,"1,33,26,20,3,11,35,43"
1232241,"19,48,39,1,21"
994619,"36,34"
845822,"20,40,32,43,2,14"
695016,"25,41,22,44,20,32,38,27,10,42,43,45,47,5,9"
87919,"11,41,2,27,42,10,43,23,47,25,6,40,32"
745034,"32,40,44,16,34,37"
624976,"45,23,34,39,20,46,40,44,42"
1280840,"32,13,38,22,36,40,17,33,42,10,27,25,19,46"
1432792,"1,34,27,3"
706858,"39,7,6,15,24,38"
1464519,"23,34,37,13"
313615,"13,6,48,19,43,39"
480788,"13,10,44,30,2,45"
1395118,"43,45,15,6,37,47,17,24"
457292,"43,46,42,29,21"
1236166,"2,44,38,22,11,23,14,6,25,10,30,19,12"
1429147,"26,9,3,22,47,41,23,46,28,43,6"
961387,"18,13,27,29,44"
121976,"17,47,29,28,41"
119394,"6,47,44,18,39,42,17"
1253222,"23,9,32,41,28,45,3,20,46,6,44"
977442,"41,40,46,47,23,43,9"
1240543,"32,48,14"
140495,"9,33,13,27,43"
340059,"32,6,26,17,45,42,14,34"
1357864,"38,48,22,36,34"
294689,"6,9,41,43,19"
691688,"11,43,6,37,30,20,46"
419315,"39,22,2,35,1,25,13,46"
1299223,"45,2,10,21,9,22,14,16,20,25,17,6,1,47"
695637,"28,37,2,17,47,7,43,23,8,18,1,22,16,45,10,26"
802296,"47,15,24"
1374999,"47,39,46,28,23,24,37,27,9,22,6,40,34,11,3,17,16"
1257611,"3,1,18,27,43,28,5,9,44,47,17,37,34,25,32,26"
993496,"1,8,14"
585485,"10,42,9,38,2,5,26,28"
840406,"39,37,8,29,3,16,34,13,26,15,20"
956200,"18,5,17,6,45,44"
279376,"17,27,26"
1147990,"13,34,3,8,44,23,7,48,28,43,16,14"
364074,"42,45,44"
56002,"32,20,22,36,39,28,41,26"
1183427,"13,37,44,2,45,3,28,38,10,20"
352320,"11,5,1,17,47,30,22"
1238571,"16,12"
557141,"6,47"
723548,"20,47,34,39,16,13"
600025,"22,38,10,1,40"
1071892,"40"
166566,"13,34,32,38,21,9,14,47"
508243,"48,20,10,7,42,28,31"
661348,"10,23,13,2,44,42,1,17,6,29,43,38,28"
1123783,"39,37,13,42,1,3,48,10"
1422144,"21,12,11,2,39,16,35,8,36,38,20,13,37,32"
540462,"20,40,32,46,25,7,42"
1160239,"47,32,40,46,2,3,20,25,6,16,24,19,45"
1280447,"34,45,10,1,47,11"
1172257,"10,44,2,1,18,6,20,32,28,4,40,45"
283977,"25,41,28,45,3,19"
845822,"48,14,13,33,17,28,45"
1385963,"41,3,35,25,7,24,13,20,45,44,2,32,40,4,33,19,39,34"
269335,"2,1,42,11,9,39,37,19,38,23"
1404666,"20,32,46"
1409563,"39,1,2,11,9,8,38,43,25,20,46"
282950,"15,33,37,42,36,45"
1142283,"23,47,14,45,4,3,1,11,10,44,2,40,39,24,16,12,20"
31625,"20,9,2,19,29,1"
565795,"32,40,1,14,41,34,8,48"
579264,"35,13,47,9,23,6,39,26,44,2,20,37"
1384725,"18,10,45,37,47,17,35,46,1,27,31"
369248,"10,15,33,16,27,2,4,37,43,6"
260164,"5,36"
1135088,"44,40,47"
1437902,"34,44,20,47,5,35"
1118889,"45,41,40,20,38,44,23,9,2,30,46,17,47,28"
1313187,"38,3,39"
677930,"1,2,10,25,46,42"
434884,"26,41,34,39,5,42,44,2"
1457621,"43,23,34,13,39,38,28,47"
416797,"21,38,36,44,10,42,18,25,45,40,20,46,32"
88276,"1,10,44,42,19,47,30,28,41,26,17,14,8,39,21,16"
823372,"1,23,33,34,25,26,19,47,27,18"
1252589,"38,8,31,35,44,2,34,6,17,3,1,18"
1027532,"43,10,46"
161108,"42,19,16"
1476633,"29,12,34,47"
1050606,"23,18,9,1"
1451403,"20,4,10,42,6"
613838,"2,26,34,13,4,1,44"
413009,"1,13,34,37,44,21,16"
1341488,"26,6,47,23,9,17,3,33,28,13,34,2"
1207338,"2,26,43,9,23,45"
1178941,"42,45,10,44,23,36,22,2,17,6,27,16,11,31,32,14,39"
195043,"45,2,39,13"
425060,"7,22,33,8,48,18,29"
116839,"24,14,21,36"
1071734,"48,22,13,39,37,15,46,25,9,28,26,1,40"
946883,"47,34"
946720,"2,33"
35519,"42,10,17"
320135,"21,25,1,5,11,20"
1391387,"1,26,41,9,14,38"
299841,"14,21,6,11,38,1,3,10,45"
1065707,"27,37,45,17,34"
638577,"32,11,5,39,9,1,3"
1276760,"38,17"
821135,"29,26,28,13,5,3,25,2,34,39"
402217,"40,9"
286229,"34,38,43,27,16,1,9,23"
794600,"32,20,42,3,36,40,6,16,38,23"
948695,"9,43,23,38,45,42,47,6"
1093594,"3,1,2,43,23,35,19,7,33,22,38,29,32,20,25,6,45"
793313,"45,25,20,21,31,8,29,17,12,35,48,13,10,7"
343731,"18,41,22,23,43,17,40,46,25"
578100,"8,16,32,15,38,40,25"
1139089,"47,20,2,44,26,18,1,8,48,38,40,25"
572771,"45,14,1,2,21,37,47,44,11,34,25,20,6,17"
762076,"16,48,2,13,37,25,20,32,46,6,18,45,42"
422261,"41"
1374223,"39,44,20,34,32,29,19,43,23,17,10,4,48,27,24,33,6,46"
477534,"6,20,32,1,2,24,7"
739634,"45,33,2,4,30,11,1,34,36,31,23"
248355,"42,31"
1045124,"10,37,39,4,28,41,7,3,32"
1198144,"18,36,9,17,1,11,4"
1236277,"1,2,43,5,11,42,10,41,26"
1298625,"17,6,47"
606629,"21,32,40,10,45,14,44,26"
1023617,"32,16,28,6"
262680,"23,47,35,19,27,3,42,44,46,1"
1172325,"19,39,13,33"
1456424,"27,34,40"
936923,"22,43,38,23,20,8,16,2"
214616,"44,2,23,5,30,8,34,18,42,45"
1379131,"37,32,9,42"
1236019,"37,29,17,34,1,6,32,19,47"
681039,"44,38,1,6"
633823,"41,26,44,42,32,36,6,45,10,37"
507056,"14,2,1,16,13,46,33"
1393899,"31"
1099166,"44,10,42,26,37,25,20"
1238600,"2,3,27,28,41,23"
1411804,"47,6,3,1,41,5,14,10,2"
467829,"3,30,47,48,31,24,25,9,27,6,32,20"
50299,"1,3,11,20"
910492,"26"
1162746,"47,27,6,17,41"
21465,"45,42,43,32,8,15"
875837,"22,13,23,37,28,26,30"
1213479,"6,46,18,43,10,48"
1438813,"4,38,1,17,25"
297874,"29,38,47,17,13,3,6,48,8"
1067405,"42,32,20"
1404247,"15,7,39,37,13,48,8,44,45"
375355,"32,23,2,42,26,11,15,1,45,37,33,6,3,34,25,35,28,10,17"
898491,"37,27,19,3,25,9,17,47,34"
1275176,"40,20,25,38,47,44,1"
880743,"20"
2345,"45,47,26,41,1,2,17"
829620,"17,2,30,9,10"
905953,"46,20,45,1,10,48,32,25"
970335,"47,13,32,46,44,11,21,3,4,14,17"
1021345,"43,36,26,1"
927750,"15,16,1,18,48,2,37,39,32"
524714,"2,25,16,44,3,4,36,22,17,6"
1255552,"2,32,6,30,28,36,25,20,17,48,42,3"
708872,"18"
1163737,"1,10,44,2,45,14,9,23,47,46,48,21,16,30,24,3,6"
326049,"20,46,2,45,29,19,16,9,1"
581720,"2,45,27,26,36,13,22"
108223,"18,28,44,45,10,19,38,23,5,2,46,40,31"
816468,"1,25,39,37,3,18,43"
426917,"1,4,7,16,35,27,29,37"
4359,"34,44,10,1,45,19,23,17,38,43"
383264,"43,34,47"
1026163,"28,26,11,42,23,46,32"
1117882,"25,6,34,17,47,13"
1025303,"43,38,9,36,48,16,26,28,17"
1467948,"26,6,38,43,32,1,28,41,2,12,40,46"
1181381,"3,1,15,7,24"
936327,"8,14,48,2,45,41,26,38,47,21,9,43,11,4,28"
518548,"13,19,23,20,34,39,16,21"
636960,"28,23,42,26,21"
1486301,"2,44,10,45,42,33,23"
408583,"12,27,6,41,28,16,48"
1268821,"18,43,37,34,2,23,38"
353620,"41,44,40,1,28"
639360,"44,33,3,46,22,8,21,40,39"
514008,"2,3,39,27,11,31,22,36,24"
1165644,"38,27,43,34,37,47"
445851,"37,13,17,20,27,30,11,2,18,45,4,6"
468842,"29,45,42,21,24,17,6,38"
1092846,"28,22,40,13,26,2,37,34,6,41,1,27,39"
1097787,"37,13"
992752,"47,17"
1289337,"41,18,14,21"
254281,"44,14,8"
1200661,"41,26,9,45,37,42,48,14,2,10,34,38"
781772,"27,43,23,9"
1123258,"3,1,40,25,32,37,27,44,2"
111954,"36,45,14,11,3,1,25,2,4,32,41,15,34,7,9"
433439,"6,45,10,2,20,46,39,13"
1111994,"46,25,32,47,10,3,27,5,48,21,39,28"
629536,"12,27,16,48,24,23,18"
1158621,"38,47,42,45,44,3,29,46,20,35,14,25"
893131,"23,9,47,14,21,33,30,25,48,6,38,26,46"
792555,"44,2,36,31,34,37,28,18,11,32,33,35,21"
1167670,"1,24,2,44,21,8,28"
1481101,"29,20,6,9,21,48,16,14,8,7,28"
715297,"38,40,39"
1242056,"43,40,47,6,28,42,2,13,39,27,32,23,19"
612823,"45,9,40,13,34,37,39"
1371294,"8,44,14,11,30,1"
1393143,"36,39,45,3,2,48,1,12,40,37,9"
90832,"40,20,25,5,42,10,27,11,4,21,14,2,19"
945570,"38,43,23,6,47,20,25,40,46,21,44,3"
1147828,"47,1"
184456,"36,39,14,34,40,12,32,1,44,2,20,22"
702772,"42,28,27,44,9,43,37,5,47"
1470062,"41,26,25,1,31,48,6,47,23,20"
930215,"38,45,22"
1164794,"18,46,25,12,16,10,37,39,34,2"
1016171,"42,39,13,34,40,27,45,2,8,1,48"
1142821,"21,43,27,13,47,2,35"
79520,"48,2,10,40,35,43,23"
439541,"13,11"
188865,"15,47,6,24,5"
886611,"5,30"
666276,"21,15,44,6,17,47,3"
1040572,"20,21,14,17,12,2,34,37,23"
524495,"6,42"
149874,"2,1,14,6,32,47,3,31,17"
1015177,"38,8,46,40,30,34,18,7,39,43,17"
844212,"15,20,42,44,10,45,29,30"
432561,"14,6,39,13"
68836,"13,29,19,43,16,6,33,32,20,1"
913749,"46,40,30,36,22,32,41,10,23,1,2"
774160,"2,4,8,36,47,37,13"
1449949,"41,26,45,37,44,2,42,47,6,3,48"
30160,"22,10,45,42,2,3"
1350213,"47,37,48"
1391265,"38,46,40,6,3,26"
1202499,"23,17,6,34,13,47,20,37,15,16,3,8,14,12,42"
974304,"44,6,47,28,39,37,36"
82207,"42,9,39,32,40,22"
610211,"6,25,12,36,9,35,23,32,46,18,4,39,37"
402053,"12,6,2,10,8,16,14,39,48"
1263505,"3,42,10"
529533,"48,4,32,36"
1303056,"3,24,41,22,33,16,10,28,36,26,48,18,34,47,6,37,13"
904180,"26,28,39,8,14,46,40,32,20"
527402,"3,43,15,42,48,45,44,11,23,5"
1379053,"41,10,20,18,27,37,14,17,1,4,26"
1274460,"6,47,17,2,44,45,42,10,20,13,38,12,22"
351484,"13,37,17,1,9,38,21,39,3,34"
1361321,"2,44,42,5,1,18,6"
538797,"23,43,36,32,22,3,10,9,48,42,25"
1441650,"44,47,17,26,43,39,27,8,18,25,23,20,9"
207431,"1,48,29,13,36,17,47,31"
643879,"16,29,40,1,39,18,37"
969423,"46,40,44"
15657,"7,47"
868768,"44,8,26,43,39,1,42,36,23,11,34"
464785,"22,36,43,17,40,47,6"
1355675,"1,23,3,35,40"
58470,"44,10,45,2,37,38,18,23"
767602,"41,26,6,17,47,44,21,20,25,32,14,42,10"
1234369,"43,38,23,14,10,26,2"
1093447,"34,3"
395628,"1,24,15,3,48,16,13,26,33,36,22"
1445538,"3,38,22,48,12,20,23,9,1"
478446,"17,8"
156853,"16,40,32,28,33,25,46,43,23"
152228,"46,1,47,48,16,14"
963987,"12,13,37,23,1"
1342373,"1,38,25,8,20,22,42,32,46,44"
1367065,"37,2,38,46,47,7,22,6,40,20,23,8,17,45"
1292418,"30,36,42,10,46,44,7"
117623,"47,18,6,17,36,42"
169385,"41,2,20,47,13,39"
528461,"38,46,28,40,43,23,1,18,25,12,10,15,26,41,4,9"
87277,"6,16,25,3,42,15,39,23,2,45"
105184,"20,6,42,11,28,13,16,48,2,1,17,38,39,34,36"
1339704,"16,3,7,2,23,38,8,18,40,35,39,26,10,47"
407990,"41,28,1,2,3,43,36,6,33,46,35,39"
529713,"31,23,38,43,5"
951877,"3,38,36,32,40"
31805,"47,6,32,20,34,37,22,2"
855150,"45,1,27,20"
255458,"27,9,38,43,39,18,28,26,14"
229971,"46,43,34,39,37,33,26"
1452736,"18,25,10,26,20,32,44,2,46"
1172638,"47,6,34,18,31,16,27,44,2"
858354,"25,12,32,46,26,41,16,48,42,21,2,1"
281779,"16,36,22,47,9,37,25,39,10"
25541,"45,44"
861258,"3,1,38,34,46,32"
759837,"18"
418147,"27,2,48,38,43,40,20"
441283,"37,34,22,2,18,39,6,25,36"
1099202,"25,32,37,13,39,4,23,38,24,19,20,1,18,7,47,45"
1376473,"10"
1151499,"37,39,4,3"
1109057,"20,25,45,26,37,24,44,47,6"
988348,"47,44,5,1,17,2,24,28,22,36,14,48,18"
994430,"39,37,13,20,34,7"
890252,"18,41,29,25,20,42,2,10,46,39,38,43,4"
1411451,"10,13,22,1,28,47,3,27,19,46,20,29,12"
667815,"41,47,34,42,44,13,27,11"
1116737,"25,11,20,34,45,42,10,44,12,2,32"
1472873,"41,28,47,17,43,16,13,37"
443523,"34,2,48,4"
669534,"47,36,9,38,44,42,41,26,1,27"
1404887,"37,39,25,9"
845376,"24,37,2,39,34"
1242541,"47,17,23,32,40,20,37,21,19"
327048,"38,23,35,12,48,32,3,20,1,34"
1006233,"40,28"
722362,"26,19,39,1,34,37,35,10,13,17"
760830,"2,22,16"
923349,"40,32,24,7"
241118,"42,44,2,24,18,27,34,30"
1203802,"9,20,34,44,46,41,13"
1336893,"39,42,10,34,47"
1108533,"16,22,24,38,27,43,42,2,32,25,40"
780952,"30,17,39,31,44,6"
22552,"33,34,12,19,16,11,25"
1194385,"14,21,16,1,34,31,43"
1315582,"22,40,25,41,23,38"
357579,"31,2,33"
191417,"32,40,21,44,14"
585738,"19,9,23,46,24,33,5,1"
1148109,"9,26,45,32,20,25"
260342,"40,2,18,47,8,27,25"
1054361,"12,40,26,2,42,47,7,33,10,48,21,14,8"
684224,"3,18,6,47"
671336,"42,43,23,2,25,39,13,34,1,32,46"
82053,"2,45,27"
97679,"6,38,9,13,37,34,29,40,20"
104672,"47,6,5"
1385851,"36,2,42,25,20,40,1,47,8,30,37,28,44"
1200790,"43,41,6,30,46,32"
1346202,"16,48,25,40,32,39,23,13,35,12,2,42,17"
480960,"31,9"
744379,"14,9,45,27,36,17,47,6,46,44"
1476664,"16,46,38,10,2"
1267313,"46,4,38,29,26,17,41,2,3"
205996,"42,38,9,23,8,25,29,12,31,5,1,46,7"
194004,"32,40,19,46,14,18,17,47,28"
251268,"48,40,20,41,46,19"
657696,"15,33,20,25,44,38,30,43,21,16,48,8"
759500,"1,45,10,44"
939035,"27,18,8,14,9,37,39,28,26,17,35"
1145631,"44,27,41,21,16,9,45,10"
1329954,"24,36,40,14,8,20,13,45,2,44,41"
298322,"39,36,21,33,10,42,2,44,19,25,18,27"
468680,"44,11,47,25,20"
1249050,"1,20,25,31,36,22,27,35,38"
1416088,"23,39,2,7,6,1,47,12,27,18,28"
1304464,"32,31,38,36,22,46,39,20,43,40,11,13,37"
1190377,"45,35,27,9,42,44,34,28,26,23,40"
872328,"34,48,3,19,11,5,47,13,37,44,42"
1031448,"23,16,44,3"
747085,"16,1"
531616,"1,43,41"
772503,"20,25,37,3,27,6,47,9"
1411921,"17,28,41,36,46,5,22,13,39,47"
761181,"12,19,37,6,47"
807980,"45,13,2,10,44"
1241111,"17,43,48"
815058,"23,43,38,9,24"
641416,"17,14,13,45,44,26,12,31,9"
565043,"28,2,27,48,17,35,5,46,39,16,37"
1381558,"23,43,25,46,32"
351484,"46,40,35,41,10,45,34,2,6"
363928,"1,6,38,20,9,43,23,37,42,41,8"
42159,"34,1,31,46"
277636,"28,39,8,14,48,16"
812229,"19,46,20,32,2,3"
494148,"9,11,30,35,19,47,31,48,6,22,1,3,40,2,10,42"
431857,"2,48,41,32,6,27,10,7"
140697,"3,21,38,31,40,25,29"
