"employee_id","signing_bonus","salary","degree_level","sex","yrs_experience"
33343,0,180000,"Bachelor","M",8
53953,0,145000,"Bachelor","M",8
28522,0,250000,"Bachelor","M",3
100889,0,274000,"Bachelor","M",5
49745,0,278000,"Master","M",4
154905,1,214000,"High_School","M",5
166034,1,379000,"Master","M",6
6583,0,140000,"Master","F",6
172204,1,92000,"High_School","M",2
125202,0,88000,"Master","F",2
109882,0,247000,"Bachelor","M",3
186313,0,73000,"Bachelor","F",3
24632,0,3e+05,"Master","M",1
119967,1,350000,"Master","F",4
129092,0,151000,"Bachelor","M",2
143770,0,177000,"Master","M",3
171774,0,163000,"Bachelor","M",2
54334,0,362000,"Bachelor","M",5
20965,0,64000,"Bachelor","F",3
12065,0,286000,"Master","M",6
168660,1,190000,"PhD","F",4
2733,1,203000,"Master","F",5
102337,0,197000,"PhD","M",3
9480,0,154000,"Bachelor","M",2
60434,0,185000,"Bachelor","F",2
116033,0,345000,"Bachelor","M",2
49928,0,175000,"Bachelor","F",2
105286,0,198000,"PhD","M",3
46651,1,136000,"Master","F",3
35031,0,201000,"Master","F",1
180734,0,262000,"Bachelor","M",1
51253,1,182000,"PhD","M",5
20451,0,272000,"Bachelor","M",3
37699,0,381000,"Bachelor","M",4
30287,0,182000,"Master","M",1
115208,0,201000,"Bachelor","M",2
163206,0,298000,"PhD","F",2
5332,1,289000,"Master","M",4
188233,0,292000,"High_School","M",2
168791,1,370000,"Master","F",8
180428,0,144000,"Bachelor","M",7
128148,0,81000,"High_School","M",1
4111,0,113000,"Master","M",1
132306,0,171000,"Master","M",1
96322,0,174000,"Master","M",5
185101,1,296000,"Master","M",6
131999,1,84000,"Master","F",1
165415,0,143000,"Master","F",3
161631,1,218000,"Master","M",4
136704,0,176000,"Bachelor","M",5
147374,1,86000,"Master","M",2
71087,0,109000,"PhD","M",1
192691,0,142000,"PhD","F",3
185358,1,286000,"High_School","M",2
110210,1,153000,"PhD","M",1
8014,1,136000,"Bachelor","M",3
133403,0,108000,"Bachelor","M",4
50570,1,95000,"Master","F",5
38245,1,178000,"Master","M",1
135266,0,247000,"Master","M",5
194894,0,130000,"Master","M",5
117564,0,210000,"Bachelor","M",2
45026,0,280000,"Bachelor","M",3
72812,0,94000,"High_School","M",1
171138,0,72000,"Master","F",3
66140,0,108000,"Bachelor","F",2
164354,0,321000,"PhD","F",2
160213,0,213000,"Master","M",1
53677,0,89000,"Master","M",12
9703,0,124000,"Master","F",6
194847,0,237000,"Bachelor","M",4
74079,0,138000,"Bachelor","F",2
132713,1,275000,"Bachelor","M",5
69463,1,158000,"High_School","M",5
146258,1,69000,"Bachelor","M",3
32405,0,66000,"Master","M",10
176306,0,329000,"Master","M",1
140777,0,72000,"Bachelor","F",9
79323,0,324000,"PhD","M",1
33160,0,251000,"PhD","M",3
196927,0,94000,"Bachelor","M",2
169565,0,113000,"PhD","M",3
145892,0,131000,"Bachelor","F",9
196551,1,208000,"Master","M",4
80192,1,148000,"Master","M",6
113979,1,156000,"High_School","F",1
34777,1,113000,"Master","F",1
38123,0,102000,"Master","F",3
85596,1,262000,"Bachelor","M",2
23801,0,211000,"PhD","M",3
52096,1,91000,"Bachelor","M",1
113336,0,132000,"PhD","M",2
19517,1,314000,"PhD","M",6
113980,0,283000,"High_School","M",4
169856,0,301000,"High_School","M",2
194968,0,71000,"PhD","M",1
173223,0,159000,"PhD","M",2
43568,0,215000,"Bachelor","F",3
171867,0,199000,"PhD","M",6
80532,0,319000,"High_School","F",3
132159,0,309000,"Bachelor","M",6
149611,0,202000,"Master","M",4
119835,1,359000,"Bachelor","M",4
185940,1,330000,"Bachelor","M",3
63781,1,60000,"PhD","M",3
41278,1,90000,"High_School","M",7
113215,0,198000,"High_School","M",4
136301,1,1e+05,"Bachelor","M",1
144396,0,91000,"Bachelor","M",1
192253,0,98000,"PhD","M",3
17820,0,203000,"Bachelor","M",5
143444,0,236000,"Bachelor","M",4
143019,0,110000,"PhD","M",4
110838,0,267000,"PhD","M",4
154134,0,119000,"High_School","F",3
116536,0,168000,"Bachelor","F",3
1258,0,134000,"PhD","M",1
165575,0,273000,"Master","M",3
42030,0,78000,"PhD","F",2
37254,0,86000,"PhD","M",1
85573,1,207000,"Master","M",5
29523,0,98000,"Master","M",7
195948,0,62000,"Master","M",4
163494,0,145000,"High_School","F",2
53489,0,148000,"High_School","M",1
138933,0,337000,"Master","F",3
193381,0,175000,"PhD","M",1
33169,0,270000,"High_School","M",2
35499,1,94000,"High_School","M",5
103890,0,143000,"Master","M",1
174254,0,90000,"Master","M",3
26183,0,258000,"Master","M",12
156417,0,127000,"PhD","M",4
123410,1,165000,"PhD","M",3
14103,0,126000,"Bachelor","M",5
26266,0,113000,"Bachelor","M",5
158806,0,327000,"High_School","M",4
60314,0,359000,"Bachelor","F",1
37343,0,128000,"Bachelor","M",4
116361,1,274000,"PhD","F",4
13325,0,211000,"Master","F",3
132762,0,83000,"Master","M",7
77988,1,146000,"Bachelor","M",1
52245,0,64000,"Bachelor","M",2
47889,1,265000,"Bachelor","M",2
172992,0,280000,"PhD","F",2
147200,0,93000,"High_School","M",5
39215,1,326000,"Master","F",2
64413,0,287000,"PhD","F",5
3308,1,344000,"PhD","F",1
115043,0,280000,"High_School","M",4
112023,1,305000,"High_School","M",3
142850,0,145000,"Master","M",7
172312,0,60000,"Master","F",5
159148,0,239000,"Bachelor","M",1
45998,1,347000,"High_School","M",5
151696,0,110000,"High_School","F",11
131520,1,103000,"Bachelor","M",2
185979,0,77000,"PhD","M",4
43351,1,246000,"Bachelor","F",3
46364,0,208000,"PhD","M",3
62161,1,152000,"PhD","F",2
194485,0,181000,"Bachelor","M",6
46514,0,226000,"Bachelor","M",3
120559,1,90000,"PhD","M",2
46432,0,213000,"High_School","M",2
133829,0,130000,"Bachelor","F",2
172803,1,361000,"Master","M",3
116727,0,257000,"Bachelor","M",3
146473,1,140000,"Bachelor","F",13
78099,1,62000,"PhD","F",3
49578,1,111000,"Master","M",1
36003,1,241000,"Master","M",1
49028,1,313000,"PhD","M",7
41137,0,80000,"Master","F",3
115539,0,277000,"PhD","F",22
15024,0,174000,"Master","F",3
106384,0,288000,"PhD","M",5
104821,0,181000,"Master","M",6
168301,0,224000,"PhD","F",5
52695,1,150000,"Bachelor","M",1
133301,1,267000,"PhD","M",6
126389,1,191000,"PhD","M",1
10890,0,306000,"PhD","F",3
271,1,68000,"Bachelor","M",1
178900,0,160000,"Bachelor","M",4
14517,0,216000,"Bachelor","F",1
81811,1,84000,"Bachelor","F",12
100398,1,89000,"Master","M",2
141152,0,141000,"PhD","M",2
144927,1,127000,"PhD","M",11
81736,1,154000,"Bachelor","F",4
115765,0,80000,"Master","M",12
141844,0,303000,"Bachelor","F",2
17837,0,60000,"PhD","M",19
49605,0,295000,"Bachelor","M",1
30273,1,142000,"Bachelor","F",1
94533,1,86000,"Bachelor","M",1
25844,1,113000,"Master","M",4
82493,0,307000,"High_School","M",2
72770,1,319000,"Bachelor","M",2
72430,1,331000,"High_School","M",2
71115,0,307000,"Master","M",2
49905,0,217000,"Bachelor","M",5
65953,1,125000,"Bachelor","F",3
9347,0,209000,"Master","F",5
182184,0,178000,"High_School","F",5
92794,0,107000,"PhD","F",4
165853,0,266000,"PhD","F",8
21094,0,86000,"PhD","M",7
91547,0,135000,"Master","F",1
151082,0,116000,"PhD","M",2
61193,0,175000,"Master","M",1
8388,0,192000,"Bachelor","M",3
65388,1,74000,"Bachelor","M",3
17123,0,84000,"Master","F",1
67644,0,242000,"PhD","F",1
120180,1,259000,"Master","F",3
65027,0,77000,"Master","M",3
110915,1,257000,"Master","M",2
184637,0,218000,"Master","F",4
95725,0,107000,"High_School","M",3
50808,0,243000,"PhD","M",3
151126,1,69000,"High_School","F",4
80030,0,193000,"High_School","F",5
92901,1,150000,"Master","M",2
119121,0,116000,"High_School","M",1
153738,0,173000,"PhD","M",4
21600,0,338000,"Master","M",1
14993,0,88000,"Master","F",2
99828,0,273000,"Bachelor","M",2
174241,0,81000,"High_School","M",1
83473,0,65000,"High_School","F",2
173414,0,70000,"Bachelor","F",1
97274,0,95000,"Master","F",7
102759,0,229000,"PhD","M",8
198763,1,237000,"Bachelor","F",6
165982,0,203000,"Bachelor","F",3
129778,0,85000,"Master","M",2
103884,0,136000,"PhD","F",6
66355,0,207000,"Bachelor","M",1
31643,0,70000,"Bachelor","F",1
37878,1,230000,"PhD","F",2
116962,0,257000,"Bachelor","F",3
63827,0,136000,"High_School","M",2
63048,0,76000,"Master","M",2
147567,0,174000,"Master","F",6
65137,0,180000,"PhD","F",1
60489,0,293000,"Bachelor","M",8
71152,0,85000,"PhD","M",10
39231,0,66000,"PhD","F",5
92769,1,246000,"Bachelor","M",5
103443,0,140000,"Master","M",18
184149,0,184000,"PhD","F",4
177772,1,208000,"Master","M",3
127000,0,76000,"High_School","M",4
77728,0,77000,"Master","M",5
88014,0,322000,"PhD","M",2
129050,0,201000,"Bachelor","M",1
185829,1,70000,"PhD","F",3
1331,1,275000,"PhD","F",3
114137,1,206000,"Bachelor","M",24
83765,1,82000,"Bachelor","F",6
106405,0,62000,"PhD","M",5
89118,1,179000,"Bachelor","F",1
109727,0,91000,"PhD","M",5
69273,0,207000,"Master","M",2
173992,0,105000,"Bachelor","F",5
14106,1,340000,"Master","F",2
94528,0,256000,"Master","F",3
30864,0,255000,"PhD","M",4
98921,1,224000,"PhD","M",7
114182,0,257000,"Bachelor","M",3
123829,1,61000,"PhD","M",3
26680,0,61000,"Bachelor","F",3
82260,0,161000,"PhD","M",2
46080,0,86000,"PhD","M",1
59835,1,144000,"PhD","F",2
87035,0,205000,"Master","M",3
32977,0,319000,"PhD","M",2
51681,0,70000,"Master","F",5
130327,1,256000,"High_School","M",3
124911,0,165000,"High_School","M",4
15830,1,344000,"PhD","F",8
8840,0,83000,"Master","F",5
126234,0,364000,"PhD","F",2
176788,1,378000,"PhD","M",4
40084,0,87000,"Master","M",4
56687,0,223000,"Master","M",3
1947,1,149000,"High_School","M",2
43257,1,81000,"Master","M",4
123804,0,132000,"Master","F",2
157624,0,356000,"High_School","F",3
88639,0,212000,"Bachelor","M",1
119991,1,109000,"PhD","M",7
151348,1,118000,"Bachelor","M",3
8599,0,244000,"PhD","F",5
55909,0,187000,"Bachelor","M",2
68116,0,198000,"Master","F",6
180460,0,98000,"Bachelor","F",4
1545,0,278000,"Master","F",2
59143,0,128000,"PhD","F",2
1128,1,342000,"Bachelor","M",2
31668,0,321000,"PhD","M",4
113301,1,191000,"PhD","M",3
156228,0,127000,"Master","F",1
168821,0,152000,"High_School","M",5
1872,1,187000,"Master","M",9
76060,1,180000,"PhD","F",3
123483,0,358000,"High_School","M",5
147948,0,69000,"Master","M",3
141705,1,166000,"PhD","M",3
72921,0,182000,"PhD","M",3
112600,0,315000,"Bachelor","F",1
160380,1,99000,"High_School","M",2
180198,0,60000,"Bachelor","M",4
169175,0,166000,"Bachelor","F",6
126246,0,117000,"PhD","M",8
47879,1,143000,"PhD","M",2
122128,1,138000,"PhD","F",1
33333,0,115000,"Master","F",6
12300,0,215000,"Bachelor","F",5
32146,1,303000,"PhD","M",3
145854,0,104000,"High_School","M",4
82615,0,86000,"High_School","M",2
14971,0,70000,"Master","F",5
98326,1,103000,"Bachelor","M",2
139119,1,168000,"High_School","M",3
133832,1,239000,"Master","F",3
4621,0,269000,"PhD","M",1
173624,0,336000,"Bachelor","M",4
196199,1,249000,"Master","M",1
83596,0,159000,"PhD","M",2
18137,0,294000,"PhD","M",1
58062,1,172000,"High_School","M",2
1039,1,80000,"PhD","M",6
92585,1,153000,"Bachelor","M",10
142380,0,228000,"Master","F",4
158438,0,1e+05,"Bachelor","M",2
129600,1,174000,"Master","M",2
70778,1,151000,"PhD","F",4
199298,1,237000,"Bachelor","M",1
24047,1,261000,"Master","M",1
188542,0,230000,"Master","M",5
53934,0,224000,"Master","F",4
89053,1,152000,"Master","M",12
187952,0,217000,"Master","F",2
133638,0,194000,"High_School","M",1
70665,0,162000,"PhD","M",1
26526,0,66000,"Bachelor","F",1
27355,0,197000,"High_School","F",4
46117,0,180000,"PhD","F",1
19977,0,228000,"PhD","M",2
119595,1,103000,"Master","F",3
157493,1,126000,"Master","F",3
119979,0,168000,"PhD","M",8
177810,1,313000,"Bachelor","F",5
171457,0,114000,"Master","F",4
11464,1,160000,"Bachelor","M",2
86450,0,252000,"PhD","M",2
73112,0,104000,"Bachelor","M",1
129454,0,357000,"PhD","M",2
106398,0,236000,"Master","M",4
80966,1,218000,"Bachelor","M",1
125781,1,101000,"High_School","F",6
47935,0,81000,"Master","M",6
12377,0,266000,"Bachelor","F",7
54315,1,259000,"Master","M",6
76432,0,376000,"Bachelor","F",1
104960,0,224000,"Master","M",2
10773,0,261000,"PhD","M",8
24784,0,99000,"Master","M",5
157952,0,106000,"Master","F",1
171037,1,328000,"PhD","M",5
6734,1,289000,"PhD","F",1
149245,0,91000,"Master","M",14
153383,0,266000,"High_School","M",8
70675,0,272000,"Master","F",2
193097,0,101000,"Bachelor","F",5
172170,0,223000,"Master","M",4
72165,1,206000,"Bachelor","M",5
125775,0,231000,"Bachelor","M",8
183797,0,169000,"Bachelor","M",3
191399,0,150000,"Master","F",7
129287,0,62000,"High_School","M",14
95489,0,91000,"PhD","M",5
64190,1,258000,"Master","F",10
146080,0,172000,"Master","M",4
60856,0,217000,"Master","M",5
99125,0,94000,"Master","M",3
93547,0,158000,"High_School","M",2
182028,1,354000,"Bachelor","M",2
160091,1,304000,"Bachelor","F",3
135846,0,254000,"PhD","M",10
53268,0,153000,"Master","M",4
59939,1,71000,"PhD","M",9
198814,0,389000,"Bachelor","M",5
157492,0,293000,"Master","F",10
73649,0,261000,"Master","M",11
60036,1,164000,"PhD","M",6
132192,0,105000,"Master","M",6
97160,0,74000,"PhD","F",1
138490,0,254000,"Master","M",4
14299,0,331000,"Master","M",4
69200,0,246000,"Master","M",9
40973,1,203000,"High_School","M",2
58140,1,215000,"Bachelor","M",2
2347,1,196000,"Master","M",1
53250,0,62000,"Bachelor","M",3
11698,1,304000,"High_School","F",1
153560,1,369000,"Master","M",1
124209,0,113000,"PhD","M",4
110230,0,245000,"High_School","M",7
175690,1,316000,"Bachelor","F",2
9706,0,62000,"Master","M",8
85984,0,117000,"Master","F",2
129848,1,163000,"Bachelor","M",1
60194,0,259000,"PhD","M",4
103177,1,313000,"Master","M",3
55883,1,219000,"PhD","M",12
33203,0,170000,"Master","M",5
6736,0,106000,"Master","F",4
199396,1,137000,"Master","M",2
145740,1,220000,"PhD","M",1
95727,0,258000,"High_School","M",3
85725,0,93000,"High_School","M",6
193824,0,107000,"Master","F",4
158243,0,181000,"Master","F",6
70685,1,241000,"PhD","M",2
152271,0,62000,"Master","M",4
89868,0,375000,"Bachelor","M",1
75189,0,63000,"PhD","F",3
151364,0,148000,"PhD","M",4
133219,0,251000,"Bachelor","F",3
84048,0,217000,"Master","M",3
12512,1,360000,"High_School","M",3
130649,0,266000,"PhD","M",2
154891,0,135000,"Master","F",8
136304,0,186000,"Bachelor","M",1
9117,1,199000,"PhD","M",7
96940,1,334000,"PhD","M",3
102797,1,232000,"PhD","M",1
149485,0,230000,"Bachelor","M",14
165390,0,102000,"Bachelor","M",6
158660,0,2e+05,"Master","M",3
34163,0,231000,"Bachelor","F",11
29960,1,266000,"Bachelor","M",11
48874,0,277000,"PhD","M",2
162564,0,218000,"Bachelor","M",1
86951,1,277000,"Master","M",3
177182,0,239000,"High_School","M",1
29605,0,67000,"Master","F",4
153170,0,177000,"High_School","M",3
182041,1,170000,"Bachelor","M",2
168580,0,325000,"High_School","F",6
182828,1,276000,"Bachelor","F",5
70894,1,163000,"Bachelor","M",2
144164,1,393000,"High_School","M",4
37070,0,238000,"Master","F",4
182038,1,354000,"Bachelor","M",7
157881,1,177000,"High_School","F",8
150158,0,297000,"High_School","M",4
69577,1,277000,"PhD","F",7
62219,1,119000,"Bachelor","M",1
92575,1,140000,"Bachelor","M",2
49075,0,311000,"PhD","M",4
76291,1,268000,"Bachelor","M",6
104957,0,263000,"PhD","M",1
143602,0,185000,"PhD","F",2
100276,0,227000,"PhD","M",3
68756,0,156000,"High_School","F",1
119617,1,312000,"Bachelor","M",1
120904,0,97000,"High_School","M",4
95101,0,167000,"Master","F",2
20000,1,209000,"Bachelor","M",9
155385,1,232000,"High_School","M",1
174929,0,182000,"PhD","M",5
31943,0,230000,"Bachelor","F",5
17850,1,68000,"Master","F",6
59252,0,394000,"PhD","M",3
29579,0,72000,"High_School","F",2
109254,0,213000,"PhD","M",4
65097,0,277000,"Master","F",3
104684,1,282000,"Master","M",5
166271,1,331000,"Master","F",3
134671,1,149000,"High_School","M",10
66992,0,264000,"Master","F",1
97780,1,241000,"High_School","M",2
119481,1,213000,"Master","M",8
4345,0,192000,"High_School","F",4
165078,1,178000,"PhD","F",2
120628,1,85000,"PhD","M",6
92365,0,104000,"Master","F",3
184984,0,257000,"Master","F",4
53258,1,98000,"PhD","F",1
153047,0,84000,"Master","F",4
35305,0,232000,"PhD","M",6
61450,0,337000,"PhD","M",7
96645,0,214000,"PhD","F",5
184691,1,229000,"Master","M",1
46471,0,70000,"Bachelor","F",1
176421,0,65000,"High_School","M",4
62501,0,206000,"Bachelor","F",8
117479,0,341000,"Master","M",1
151748,1,224000,"PhD","F",1
130585,0,230000,"PhD","M",6
16648,0,71000,"High_School","F",1
3235,0,277000,"PhD","M",4
22887,0,152000,"Master","F",10
176688,0,91000,"Master","M",7
171489,0,180000,"High_School","M",2
84669,1,355000,"Master","M",3
49675,0,394000,"High_School","M",4
186342,0,90000,"Bachelor","F",1
43334,0,317000,"PhD","F",3
188950,0,110000,"Bachelor","M",3
59650,0,99000,"Bachelor","F",6
196007,1,159000,"PhD","F",7
20979,0,259000,"High_School","F",1
64501,1,233000,"Bachelor","M",3
18283,1,232000,"High_School","F",6
191825,0,127000,"High_School","M",2
91523,0,155000,"PhD","M",2
107612,0,96000,"Master","F",3
87221,0,142000,"PhD","F",3
286,0,330000,"Bachelor","M",3
194950,0,255000,"High_School","M",4
55335,0,82000,"PhD","F",2
153586,0,213000,"Bachelor","F",2
24103,0,195000,"Master","F",4
147934,1,79000,"Bachelor","F",2
64557,0,230000,"High_School","M",3
8593,0,71000,"Master","M",4
111625,0,109000,"Master","M",4
87947,1,102000,"PhD","M",3
149436,1,281000,"Bachelor","M",2
190103,0,290000,"Master","F",2
102763,0,126000,"Bachelor","F",4
108926,1,163000,"Master","M",3
171876,0,176000,"Bachelor","F",3
131612,0,113000,"Master","M",1
164638,1,202000,"Master","M",2
58976,0,264000,"Master","M",3
187993,0,177000,"Bachelor","M",1
110004,1,371000,"PhD","M",4
104754,0,68000,"Master","M",3
64708,0,72000,"Master","F",2
65758,1,144000,"High_School","M",5
7966,0,293000,"Master","M",7
66832,0,94000,"Master","M",2
160388,0,150000,"Master","F",6
85815,0,289000,"Master","F",3
142795,0,262000,"PhD","F",5
140972,0,95000,"PhD","F",2
194252,0,197000,"PhD","F",3
94326,1,166000,"Bachelor","M",3
89239,0,383000,"PhD","M",6
154603,0,152000,"High_School","M",2
165666,0,128000,"PhD","M",1
154613,0,354000,"Master","M",1
3531,1,195000,"Master","M",1
17119,0,176000,"PhD","M",7
153410,0,73000,"Bachelor","F",2
65208,0,267000,"High_School","F",5
50927,0,313000,"Master","M",6
156742,0,278000,"High_School","M",2
190824,0,106000,"PhD","M",3
53510,0,254000,"PhD","F",1
179459,1,144000,"Master","M",9
100942,0,153000,"PhD","F",16
25857,1,391000,"PhD","M",2
109784,0,63000,"Master","F",4
127121,1,147000,"Master","M",4
60691,0,365000,"PhD","M",1
44381,0,65000,"PhD","F",7
172344,1,281000,"PhD","M",3
157931,0,298000,"High_School","M",6
92008,1,207000,"Master","M",1
152562,0,150000,"Master","M",5
170206,1,153000,"Master","M",1
188292,0,69000,"High_School","M",1
181629,1,270000,"Master","M",2
7941,0,202000,"Bachelor","F",3
162465,1,145000,"PhD","F",2
180006,0,120000,"Bachelor","M",6
146794,0,296000,"Master","M",3
161458,0,260000,"Master","F",1
1950,0,101000,"PhD","F",5
194628,0,62000,"PhD","F",3
39346,1,150000,"Master","M",1
148195,1,122000,"PhD","M",6
165480,0,177000,"PhD","M",7
189794,0,296000,"Bachelor","M",1
87607,0,204000,"High_School","F",4
167639,0,69000,"Master","F",1
143926,0,123000,"Bachelor","M",2
18366,0,218000,"Bachelor","M",6
126097,0,139000,"PhD","M",3
24807,0,132000,"Master","M",1
150515,0,63000,"PhD","F",5
88019,0,302000,"High_School","F",3
152837,0,353000,"Bachelor","M",4
110763,1,284000,"Master","F",6
156710,1,194000,"PhD","M",4
192309,0,72000,"Bachelor","M",2
81770,0,238000,"PhD","M",5
124402,0,275000,"Bachelor","M",7
145140,1,315000,"High_School","M",2
140960,1,105000,"Bachelor","M",1
48690,1,299000,"Bachelor","F",5
82466,0,347000,"High_School","M",4
131734,0,78000,"Master","M",2
29408,0,109000,"Master","F",3
95413,0,160000,"Master","F",3
87826,1,227000,"High_School","M",2
115744,1,226000,"High_School","M",3
129830,0,243000,"PhD","F",1
55665,1,318000,"High_School","M",8
165554,0,195000,"High_School","F",2
128748,1,278000,"Bachelor","F",2
41945,0,328000,"PhD","M",16
101075,0,103000,"Bachelor","F",6
143678,1,126000,"Master","M",6
25568,0,312000,"Bachelor","M",6
148273,0,76000,"Master","M",3
78,1,348000,"PhD","M",2
131703,0,103000,"Bachelor","M",7
30765,1,108000,"Bachelor","M",1
54833,0,281000,"PhD","M",5
63479,0,165000,"PhD","M",8
53390,0,253000,"Master","M",7
193010,1,69000,"Master","M",2
129885,0,175000,"PhD","M",3
83356,0,125000,"Master","F",20
31899,0,330000,"High_School","M",4
184968,0,283000,"PhD","M",2
107223,1,264000,"Master","F",4
120467,0,75000,"High_School","F",5
102727,0,165000,"Bachelor","F",7
18476,0,85000,"PhD","M",5
125223,0,226000,"PhD","M",2
151707,0,219000,"High_School","M",3
27815,0,189000,"PhD","M",4
79248,0,235000,"Master","M",1
155570,1,166000,"PhD","F",3
111020,0,71000,"Bachelor","M",6
40976,1,328000,"High_School","M",2
89605,0,231000,"High_School","M",1
57938,1,221000,"Master","M",2
112848,1,283000,"PhD","M",2
86412,0,231000,"Bachelor","M",4
21766,1,155000,"High_School","M",2
6081,0,393000,"Bachelor","M",4
16722,0,218000,"Bachelor","M",2
157742,1,196000,"Bachelor","F",1
121174,0,269000,"PhD","M",4
78494,0,230000,"Bachelor","M",4
18239,1,365000,"Master","F",1
159566,0,216000,"Bachelor","M",4
49601,0,233000,"Bachelor","M",3
20569,0,223000,"Bachelor","F",4
41815,0,134000,"High_School","M",2
97430,0,248000,"Master","M",6
100979,0,84000,"PhD","M",8
72243,0,144000,"PhD","M",6
180970,0,157000,"Master","M",1
45994,0,184000,"PhD","M",3
17211,1,68000,"Bachelor","M",12
81594,0,111000,"High_School","F",2
167860,0,217000,"Bachelor","F",3
172182,0,286000,"Master","F",7
188118,0,194000,"Bachelor","M",6
31320,0,265000,"PhD","M",3
163763,0,83000,"PhD","F",4
2483,0,72000,"Master","M",1
73466,0,175000,"PhD","M",1
61788,0,91000,"High_School","M",3
5889,0,91000,"High_School","M",5
148260,1,286000,"Master","F",2
29394,0,178000,"Bachelor","M",5
7993,1,256000,"Master","F",2
163387,1,350000,"Master","M",2
159286,0,116000,"Master","M",2
41891,0,169000,"High_School","F",5
117796,0,188000,"Bachelor","M",2
22546,0,89000,"Bachelor","F",2
188856,0,165000,"Bachelor","M",3
19060,1,187000,"PhD","M",5
162734,0,115000,"PhD","F",4
7583,0,356000,"Bachelor","F",2
163606,1,84000,"Bachelor","M",3
63275,1,258000,"Master","M",4
58027,0,352000,"PhD","M",3
40917,0,226000,"PhD","M",3
53071,0,267000,"PhD","M",2
192863,0,71000,"Bachelor","F",3
45791,1,249000,"PhD","F",4
195252,0,173000,"Master","F",6
64162,0,162000,"PhD","F",3
173016,0,246000,"PhD","F",4
83809,1,332000,"Master","M",2
19073,0,123000,"High_School","M",4
130161,0,211000,"High_School","M",3
105752,0,305000,"Master","M",3
136744,0,188000,"Bachelor","F",1
140462,0,175000,"Bachelor","F",3
95440,0,329000,"Master","F",2
165298,1,231000,"PhD","M",1
44989,0,274000,"High_School","M",1
19219,0,190000,"Master","M",3
135868,1,236000,"Master","M",3
16781,0,133000,"Master","M",9
161548,1,105000,"High_School","M",1
134060,0,94000,"Master","M",2
81180,0,2e+05,"Master","M",4
181350,0,177000,"Master","F",2
114186,1,338000,"Bachelor","M",2
167237,1,176000,"Master","F",3
188846,0,283000,"Master","M",1
162107,0,169000,"Bachelor","F",3
59956,0,80000,"Master","F",4
100107,0,72000,"Master","M",7
20957,0,67000,"PhD","F",4
47423,0,337000,"PhD","M",1
132283,1,123000,"PhD","M",11
26757,0,273000,"Master","M",14
58608,0,68000,"Bachelor","F",7
77365,1,195000,"PhD","M",5
100287,0,84000,"Bachelor","F",9
18815,1,263000,"Master","F",5
128473,1,122000,"PhD","F",1
147106,0,142000,"PhD","M",3
190367,0,147000,"Bachelor","M",6
81810,0,141000,"High_School","M",5
122601,0,323000,"Bachelor","F",6
34540,0,140000,"Bachelor","M",4
183040,0,209000,"High_School","M",6
67800,0,359000,"PhD","M",1
131516,1,280000,"High_School","M",2
116915,0,104000,"Bachelor","F",1
28833,0,159000,"PhD","F",3
198875,0,75000,"PhD","M",9
56219,1,265000,"PhD","M",6
147498,0,88000,"PhD","M",3
179482,1,62000,"PhD","F",1
61849,0,116000,"High_School","M",1
12197,1,210000,"High_School","M",4
88667,0,210000,"High_School","M",4
122286,1,193000,"Master","F",4
79705,1,387000,"PhD","M",1
135532,0,229000,"Master","M",4
15326,0,190000,"PhD","M",1
92094,1,129000,"Bachelor","M",2
102381,0,117000,"PhD","M",1
190143,0,222000,"Master","F",2
192639,1,127000,"Bachelor","M",5
164806,0,301000,"PhD","M",1
20060,1,215000,"Master","M",5
156449,0,60000,"Master","M",1
180442,0,66000,"Master","F",5
130279,0,74000,"Master","F",5
78723,0,191000,"Master","M",4
104582,0,175000,"PhD","M",4
191693,0,135000,"PhD","M",3
196444,0,164000,"Master","M",3
175841,0,310000,"Bachelor","M",1
62205,0,66000,"Master","F",5
117092,0,222000,"Master","M",5
183561,0,180000,"Bachelor","F",4
8507,0,247000,"Bachelor","M",1
78762,0,221000,"Bachelor","M",3
172618,1,226000,"High_School","M",6
35816,0,177000,"High_School","M",3
4259,0,341000,"Master","M",3
187211,0,76000,"PhD","F",2
113087,0,219000,"PhD","M",4
90274,0,172000,"Master","M",2
116425,0,101000,"High_School","M",5
81143,1,114000,"Bachelor","M",2
109611,0,224000,"PhD","M",5
184921,0,74000,"PhD","M",2
106322,0,158000,"Bachelor","M",1
55414,1,125000,"Master","M",5
117583,1,331000,"PhD","M",6
119156,0,183000,"PhD","M",1
29829,1,133000,"Master","M",2
86253,1,63000,"PhD","F",4
22367,0,303000,"Bachelor","F",2
83872,1,290000,"Master","F",3
73839,1,245000,"Bachelor","M",4
2325,0,330000,"PhD","M",1
23192,0,120000,"PhD","F",4
138363,1,182000,"High_School","M",1
96141,0,375000,"Master","M",4
10971,0,140000,"Bachelor","F",4
15741,0,74000,"PhD","F",1
39646,0,162000,"Master","M",5
165761,0,218000,"PhD","M",2
23854,0,224000,"Master","M",2
120816,0,241000,"Bachelor","M",1
170238,1,291000,"Bachelor","M",1
123299,0,250000,"Master","F",7
105698,0,91000,"High_School","M",2
91869,0,387000,"PhD","M",15
72711,0,235000,"Master","M",1
175366,0,190000,"Master","M",8
108016,1,83000,"Master","F",2
3497,0,235000,"PhD","M",6
88767,1,265000,"Master","M",5
46800,1,106000,"PhD","M",3
125153,1,302000,"PhD","M",1
