employee_id,signing_bonus,salary,degree_level,sex,yrs_experience,boss_id,dept,level,n_subordinates
116613,1,249.0,PhD,F,2,134658,sales,IC,0
80089,0,203.0,Master,F,7,150408,engineering,IC,0
94964,1,342.0,Master,M,3,157931,engineering,IC,0
6881,1,196.0,Master,F,2,167921,engineering,IC,0
65437,1,223.0,PhD,F,5,134982,sales,IC,0
20012,0,123.0,Master,M,2,159996,sales,IC,0
176424,0,191.0,Master,M,15,110464,marketing,VP,206
59539,0,263.0,Bachelor,M,1,22145,sales,IC,0
55972,1,95.0,Master,M,8,59566,HR,MM,12
174126,1,97.0,High_School,M,1,18939,sales,IC,0
184555,0,85.0,Bachelor,M,5,77556,HR,IC,0
38402,0,114.0,High_School,M,3,75045,marketing,IC,0
127223,1,304.0,High_School,M,5,55431,sales,IC,0
66184,1,232.0,PhD,M,1,196660,sales,IC,0
182556,0,217.0,High_School,M,4,107049,sales,MM,12
68557,1,216.0,Master,M,1,62990,sales,IC,0
181836,0,120.0,High_School,M,2,119302,HR,IC,0
94480,0,118.0,High_School,F,1,110089,HR,IC,0
59862,0,352.0,Bachelor,M,7,145161,engineering,MM,9
114790,0,98.0,High_School,M,7,2644,sales,IC,0
97067,0,200.0,Master,M,5,62990,sales,IC,0
136025,1,311.0,Bachelor,M,2,171940,marketing,IC,0
97719,0,100.0,Bachelor,M,1,98419,marketing,IC,0
132005,0,86.0,Master,M,5,182028,engineering,IC,0
21602,0,140.0,High_School,F,2,41808,HR,IC,0
134168,1,363.0,Master,F,5,26183,sales,IC,0
69252,1,249.0,PhD,M,4,131525,sales,IC,0
127450,0,186.0,Bachelor,M,2,25367,marketing,IC,0
141542,0,66.0,Bachelor,F,3,185285,HR,IC,0
137256,0,249.0,Bachelor,F,1,134982,sales,IC,0
122831,0,62.0,Bachelor,M,4,17291,sales,IC,0
81154,1,148.0,PhD,F,8,14241,marketing,IC,0
79304,0,138.0,Bachelor,M,6,48730,marketing,IC,0
155901,1,344.0,PhD,M,4,83032,marketing,IC,0
88303,0,97.0,Bachelor,M,10,3235,sales,MM,11
179149,0,70.0,Master,F,9,21604,HR,MM,8
133091,1,94.0,PhD,M,7,103421,engineering,IC,0
71348,0,65.0,PhD,F,2,61517,HR,IC,0
40,0,71.0,Master,F,3,123502,HR,IC,0
77301,1,155.0,PhD,F,6,87707,sales,IC,0
82743,1,105.0,Bachelor,M,2,196058,marketing,IC,0
140181,0,103.0,Bachelor,F,1,136861,sales,IC,0
47553,0,356.0,Master,M,6,69728,engineering,D,68
142031,0,293.0,Master,M,3,79934,engineering,IC,0
135124,0,246.0,PhD,M,2,6335,sales,IC,0
120266,0,242.0,Bachelor,M,4,151005,marketing,IC,0
106374,0,220.0,PhD,M,4,74264,marketing,IC,0
76855,0,63.0,Bachelor,M,4,184998,sales,IC,0
109027,0,67.0,Master,F,2,143473,HR,IC,0
178686,0,69.0,High_School,M,2,14299,engineering,IC,0
171907,0,326.0,Bachelor,M,7,142146,sales,D,103
122102,0,322.0,Bachelor,F,5,58522,engineering,IC,0
71205,0,229.0,Master,M,1,168564,sales,IC,0
107510,0,198.0,High_School,M,4,1872,engineering,IC,0
129591,0,208.0,High_School,M,3,164638,sales,IC,0
99404,0,303.0,Bachelor,F,1,181219,marketing,IC,0
58902,0,384.0,PhD,F,6,41335,engineering,IC,0
39366,0,69.0,Bachelor,F,4,104539,HR,IC,0
69390,0,333.0,Master,M,1,87733,sales,IC,0
84007,1,97.0,Bachelor,F,3,51288,engineering,IC,0
37081,0,314.0,Bachelor,M,7,181886,sales,IC,0
36437,0,220.0,Master,F,4,191454,marketing,IC,0
133448,0,179.0,PhD,F,1,158888,sales,IC,0
51134,1,205.0,High_School,M,7,101981,sales,IC,0
129977,0,62.0,Master,F,2,130342,HR,IC,0
12075,0,172.0,Bachelor,M,3,43420,sales,IC,0
71833,0,362.0,Master,M,4,10357,marketing,IC,0
111068,0,194.0,High_School,M,4,87847,sales,IC,0
54633,0,84.0,High_School,M,5,47748,HR,IC,0
91114,1,250.0,Bachelor,F,2,132399,sales,IC,0
116791,1,253.0,Bachelor,F,5,22090,marketing,IC,0
129870,1,267.0,PhD,F,1,132026,marketing,IC,0
71817,0,314.0,Master,M,3,41080,sales,IC,0
36255,1,88.0,Bachelor,F,5,132187,engineering,IC,0
67726,0,293.0,PhD,F,2,190566,marketing,IC,0
63104,0,69.0,PhD,F,2,53826,HR,IC,0
15020,0,195.0,PhD,F,9,181219,marketing,IC,0
2659,0,353.0,Master,M,2,115694,engineering,IC,0
152884,0,362.0,Bachelor,F,1,132187,engineering,IC,0
23778,1,267.0,PhD,M,4,198814,marketing,IC,0
181390,0,184.0,Master,M,6,105542,marketing,IC,0
55029,0,239.0,Master,M,3,135848,marketing,IC,0
69120,0,65.0,Master,F,3,44056,HR,IC,0
167398,0,60.0,PhD,M,2,130135,HR,IC,0
4606,0,283.0,High_School,M,6,68821,engineering,IC,0
66324,1,102.0,High_School,M,3,1610,engineering,IC,0
97891,0,113.0,Bachelor,F,1,77866,marketing,IC,0
16144,0,180.0,PhD,F,4,178954,engineering,IC,0
138338,0,268.0,Bachelor,M,5,63785,engineering,IC,0
198494,0,140.0,High_School,M,3,120381,sales,IC,0
120302,0,260.0,PhD,M,3,149245,marketing,IC,0
182531,1,232.0,Bachelor,M,13,47127,sales,MM,13
111431,0,207.0,PhD,F,2,175593,sales,IC,0
94491,0,233.0,PhD,M,4,122567,engineering,IC,0
52476,0,278.0,High_School,F,5,60373,marketing,IC,0
152022,0,140.0,Bachelor,F,2,92765,engineering,IC,0
100211,1,176.0,Master,M,3,170076,engineering,IC,0
23295,0,194.0,Master,M,1,75860,engineering,IC,0
88966,1,206.0,Bachelor,M,3,172321,sales,IC,0
64750,1,341.0,Master,M,6,183869,engineering,MM,16
118656,1,84.0,Master,F,4,138772,sales,IC,0
65913,1,197.0,PhD,M,1,14299,engineering,IC,0
134658,0,137.0,Master,F,8,65522,sales,MM,10
161132,1,153.0,PhD,M,8,114137,marketing,MM,13
160532,0,320.0,PhD,F,4,185982,sales,IC,0
166793,1,392.0,Master,M,3,183045,engineering,IC,0
109693,0,72.0,PhD,F,4,59327,HR,IC,0
1305,0,165.0,PhD,M,8,73846,sales,IC,0
20620,0,114.0,PhD,F,5,73106,engineering,IC,0
88960,1,149.0,Bachelor,F,3,198032,sales,IC,0
68439,0,163.0,Master,M,4,79237,marketing,IC,0
97405,0,76.0,PhD,F,7,117376,HR,IC,0
75313,1,273.0,Master,M,3,63785,engineering,IC,0
37789,0,292.0,Master,M,4,69345,sales,IC,0
96761,1,255.0,Bachelor,F,3,48730,marketing,IC,0
62244,1,153.0,Bachelor,F,3,162518,sales,IC,0
111974,1,301.0,PhD,F,10,192589,engineering,MM,10
64239,0,277.0,PhD,F,4,164547,sales,IC,0
113744,0,382.0,PhD,F,2,63785,engineering,IC,0
20234,0,153.0,High_School,F,5,77766,marketing,IC,0
55687,0,80.0,PhD,M,1,177772,marketing,IC,0
144685,0,181.0,Bachelor,M,3,131063,marketing,IC,0
79365,0,174.0,PhD,F,3,188118,sales,IC,0
105408,1,243.0,PhD,M,3,137776,engineering,IC,0
89740,1,347.0,PhD,M,3,116774,engineering,IC,0
128474,0,138.0,Master,M,4,124014,sales,IC,0
187301,0,66.0,Bachelor,F,3,14465,HR,IC,0
170745,0,160.0,High_School,M,7,114011,engineering,IC,0
24605,0,90.0,High_School,M,4,16445,HR,IC,0
86931,0,154.0,PhD,F,5,16073,marketing,IC,0
132598,0,220.0,PhD,M,1,4440,marketing,IC,0
54137,0,336.0,High_School,M,3,122197,engineering,IC,0
41304,1,178.0,High_School,M,2,175593,sales,IC,0
151403,1,336.0,Master,M,6,99121,marketing,IC,0
179334,1,124.0,Master,F,5,124186,marketing,IC,0
188088,0,77.0,Bachelor,M,3,16445,HR,IC,0
110742,0,214.0,Bachelor,M,1,54315,sales,IC,0
160261,1,340.0,PhD,M,4,23830,marketing,MM,10
40958,1,276.0,Bachelor,F,1,132187,engineering,IC,0
108473,0,121.0,PhD,F,6,175548,HR,IC,0
3164,0,94.0,PhD,M,2,164501,HR,IC,0
69504,0,91.0,Master,F,3,66420,HR,IC,0
101583,1,152.0,Master,F,6,132026,marketing,IC,0
57701,1,123.0,PhD,M,11,77857,HR,MM,5
6072,0,70.0,Master,F,2,123263,HR,IC,0
189611,1,105.0,PhD,M,1,55883,engineering,IC,0
88152,1,83.0,Bachelor,M,2,43858,engineering,IC,0
171947,0,82.0,PhD,F,4,252,HR,IC,0
41756,0,224.0,High_School,M,3,58365,marketing,IC,0
24382,0,110.0,Master,F,1,84230,marketing,IC,0
23476,0,134.0,Bachelor,F,1,131063,marketing,IC,0
82874,0,163.0,Bachelor,F,5,62081,sales,IC,0
13261,1,248.0,PhD,M,4,119991,engineering,IC,0
180909,0,70.0,High_School,F,5,10786,HR,IC,0
45200,0,68.0,High_School,F,4,29733,HR,IC,0
58476,0,361.0,Master,M,9,198875,engineering,IC,0
103709,0,129.0,High_School,F,7,122762,sales,IC,0
21681,0,260.0,PhD,M,4,48877,marketing,IC,0
114529,0,157.0,PhD,M,2,102043,marketing,IC,0
8665,0,269.0,Master,F,13,34051,sales,D,51
161262,0,72.0,Master,F,2,51923,HR,IC,0
175204,1,126.0,Bachelor,M,4,115856,sales,IC,0
138914,1,121.0,Master,M,1,90237,sales,IC,0
59327,0,74.0,High_School,F,11,24681,HR,MM,9
85532,0,258.0,Bachelor,M,3,172321,sales,IC,0
19258,0,256.0,PhD,M,1,103448,sales,IC,0
140829,0,72.0,PhD,F,3,39231,HR,IC,0
48039,0,247.0,PhD,M,3,154891,engineering,IC,0
35227,1,178.0,PhD,M,1,148418,engineering,IC,0
178954,1,202.0,PhD,M,9,189937,engineering,MM,11
84,0,131.0,PhD,F,7,182038,sales,IC,0
16462,0,89.0,PhD,F,3,29508,HR,IC,0
134105,1,194.0,Master,M,1,111363,sales,IC,0
79938,1,68.0,PhD,M,5,742,HR,IC,0
5214,0,64.0,PhD,M,2,178147,HR,IC,0
11672,0,237.0,Master,F,7,151838,sales,IC,0
157831,0,192.0,Bachelor,M,5,48690,sales,IC,0
57724,1,346.0,High_School,M,4,141079,engineering,IC,0
118583,0,225.0,PhD,M,1,71757,marketing,IC,0
130992,0,153.0,Master,F,1,52796,sales,IC,0
19528,0,395.0,Master,F,2,132683,engineering,IC,0
143437,0,144.0,Bachelor,M,11,71499,marketing,D,55
41335,1,381.0,Bachelor,M,4,33814,engineering,MM,15
75638,0,72.0,PhD,M,5,61443,HR,IC,0
57443,0,64.0,High_School,F,2,8812,HR,IC,0
72627,0,62.0,PhD,M,5,51923,HR,IC,0
103932,0,64.0,PhD,F,1,67178,HR,IC,0
115450,1,246.0,PhD,M,2,186086,engineering,IC,0
21046,1,65.0,Bachelor,F,1,66420,HR,IC,0
68413,1,229.0,High_School,M,1,119964,marketing,IC,0
135028,0,237.0,Bachelor,M,6,196660,sales,IC,0
54260,1,259.0,High_School,F,9,16073,marketing,IC,0
176748,0,173.0,High_School,M,1,182531,sales,IC,0
100299,1,213.0,Bachelor,M,3,87613,engineering,IC,0
149973,0,126.0,Master,M,2,130204,marketing,IC,0
17120,0,69.0,Bachelor,M,3,103421,engineering,IC,0
3739,0,155.0,Master,M,2,76641,engineering,IC,0
37731,0,320.0,Master,M,2,143317,sales,IC,0
195188,0,139.0,Bachelor,M,2,165717,sales,IC,0
159095,1,357.0,Bachelor,M,1,52319,sales,IC,0
186587,1,210.0,Master,M,3,148646,engineering,IC,0
9432,1,82.0,PhD,M,2,34977,sales,IC,0
137323,0,100.0,Bachelor,M,6,41808,HR,IC,0
186465,0,76.0,Bachelor,F,4,61443,HR,IC,0
102815,1,187.0,PhD,F,3,79285,sales,MM,10
123947,1,391.0,Master,M,1,61988,engineering,IC,0
117599,0,154.0,Bachelor,F,3,23565,sales,IC,0
172311,1,280.0,Bachelor,M,2,119658,engineering,IC,0
135099,0,206.0,Master,M,3,52313,sales,IC,0
64163,1,250.0,Master,M,3,63832,marketing,IC,0
127350,1,220.0,High_School,M,1,110508,engineering,IC,0
12934,0,100.0,Master,M,4,134944,sales,IC,0
69793,0,60.0,PhD,F,1,4384,HR,IC,0
43229,1,134.0,Bachelor,M,1,63785,engineering,IC,0
55874,1,60.0,Bachelor,M,1,172541,HR,IC,0
175619,0,74.0,PhD,F,7,142630,HR,IC,0
155225,0,215.0,Bachelor,M,1,154292,engineering,IC,0
112833,1,237.0,Master,M,3,139180,marketing,IC,0
31843,0,63.0,Bachelor,M,2,91979,HR,IC,0
171598,0,109.0,High_School,F,6,29508,HR,IC,0
49063,1,268.0,High_School,M,1,148418,engineering,IC,0
31371,0,136.0,PhD,M,6,103912,sales,IC,0
128518,0,237.0,PhD,M,2,155437,engineering,IC,0
55744,0,133.0,Master,F,2,54136,marketing,IC,0
24903,0,89.0,Master,M,3,75705,HR,IC,0
68994,0,92.0,High_School,F,2,197896,HR,IC,0
77361,0,106.0,Master,F,4,175361,sales,IC,0
106652,0,81.0,PhD,M,1,185285,HR,IC,0
82137,0,302.0,PhD,F,3,127769,engineering,IC,0
56714,0,118.0,PhD,F,2,18627,marketing,IC,0
42381,0,136.0,Master,M,5,182556,sales,IC,0
87570,1,141.0,High_School,M,2,153412,marketing,IC,0
186926,0,138.0,Bachelor,M,1,88007,sales,IC,0
112948,1,291.0,Master,F,2,98558,engineering,IC,0
8419,0,63.0,Bachelor,F,1,8812,HR,IC,0
108132,0,176.0,Bachelor,M,1,16785,engineering,IC,0
101223,0,149.0,Master,M,2,4440,marketing,IC,0
102262,1,280.0,PhD,M,2,1610,engineering,IC,0
5127,0,141.0,Bachelor,M,6,101484,engineering,IC,0
62047,0,157.0,PhD,F,1,68998,marketing,IC,0
196583,1,138.0,Master,M,1,130204,marketing,IC,0
85791,0,76.0,PhD,M,4,134865,sales,MM,11
108661,0,238.0,Bachelor,M,1,7966,sales,IC,0
4440,0,272.0,Bachelor,M,7,155485,marketing,MM,13
74179,0,300.0,Bachelor,F,2,60489,marketing,IC,0
189934,0,133.0,Bachelor,F,4,121527,marketing,IC,0
131776,1,209.0,Master,F,3,144927,sales,IC,0
88872,1,268.0,Master,M,4,175558,engineering,IC,0
45311,0,283.0,Bachelor,M,6,193621,sales,IC,0
84485,0,269.0,Master,M,1,113124,sales,IC,0
109374,1,355.0,High_School,F,1,115591,sales,IC,0
26830,0,200.0,Master,F,3,159906,sales,IC,0
127278,0,91.0,Master,M,5,94447,HR,IC,0
42200,0,184.0,Master,M,4,160618,sales,IC,0
123387,0,276.0,PhD,F,14,66090,sales,MM,8
7605,0,78.0,High_School,M,3,17211,HR,IC,0
189412,1,61.0,Master,M,5,87884,engineering,IC,0
48341,0,259.0,PhD,F,8,198875,engineering,IC,0
4495,1,376.0,High_School,M,5,41335,engineering,IC,0
72524,0,80.0,Master,M,2,25367,marketing,IC,0
159982,0,119.0,High_School,M,3,192145,sales,IC,0
56254,0,238.0,PhD,M,1,182116,sales,IC,0
144622,0,168.0,PhD,M,2,165853,engineering,IC,0
115929,0,158.0,PhD,M,1,45803,sales,IC,0
160170,0,60.0,Master,F,3,139278,HR,IC,0
182807,0,61.0,PhD,M,2,85426,HR,IC,0
115684,0,71.0,High_School,F,2,57701,HR,IC,0
35982,0,65.0,Bachelor,F,3,126515,HR,IC,0
88112,0,290.0,High_School,M,2,73893,sales,IC,0
43813,0,316.0,Master,M,3,79237,marketing,IC,0
96360,1,119.0,PhD,M,2,101819,engineering,IC,0
182928,0,82.0,PhD,F,4,169833,HR,IC,0
148687,0,218.0,Master,M,5,125755,marketing,IC,0
33513,0,78.0,Bachelor,M,2,39460,HR,IC,0
57344,0,222.0,PhD,M,2,83032,marketing,IC,0
23266,0,253.0,Master,M,1,142685,sales,IC,0
105578,0,185.0,Master,M,7,148984,sales,IC,0
85515,0,62.0,PhD,F,3,61443,HR,IC,0
175548,0,133.0,Master,M,11,116660,HR,MM,11
190778,1,159.0,PhD,M,8,155485,marketing,MM,7
36852,1,386.0,Bachelor,M,4,161727,engineering,IC,0
160762,1,136.0,Master,M,4,95609,sales,IC,0
153576,0,242.0,PhD,F,2,195165,engineering,IC,0
118739,1,204.0,Bachelor,F,2,75246,engineering,IC,0
44025,1,149.0,Bachelor,M,4,160289,sales,IC,0
120710,0,188.0,PhD,M,6,193920,sales,IC,0
101162,0,170.0,PhD,M,8,113578,marketing,IC,0
115740,1,148.0,Master,F,5,6536,marketing,IC,0
72914,1,208.0,High_School,M,7,88007,sales,IC,0
166615,1,72.0,Master,M,2,67931,engineering,IC,0
54819,0,249.0,Master,F,6,182038,sales,IC,0
79086,1,128.0,Bachelor,M,6,76135,marketing,IC,0
35055,0,274.0,PhD,M,2,166928,engineering,IC,0
2652,1,160.0,Master,F,5,182531,sales,IC,0
137105,0,169.0,Bachelor,M,2,41991,sales,IC,0
103753,1,195.0,Bachelor,M,1,157966,marketing,IC,0
109671,1,281.0,Bachelor,M,6,191391,marketing,MM,9
185166,0,66.0,High_School,M,6,177495,HR,IC,0
155179,1,300.0,Bachelor,F,1,197832,marketing,IC,0
100565,0,96.0,Master,M,3,107694,HR,IC,0
109999,0,285.0,PhD,M,1,96664,marketing,IC,0
2206,1,146.0,High_School,M,3,142104,engineering,IC,0
53918,1,180.0,Master,M,4,126330,engineering,IC,0
140892,0,207.0,Master,M,2,123387,sales,IC,0
24287,0,71.0,Bachelor,M,9,192056,HR,MM,7
171232,0,311.0,Master,F,3,89523,sales,IC,0
79552,1,103.0,Master,F,4,111508,marketing,IC,0
59513,1,113.0,Bachelor,F,5,149245,marketing,IC,0
56500,1,199.0,High_School,F,1,155437,engineering,IC,0
150518,0,199.0,Master,M,7,193763,engineering,IC,0
182119,1,246.0,Bachelor,M,3,164547,sales,IC,0
74771,1,95.0,High_School,F,6,84193,marketing,IC,0
73553,0,189.0,High_School,M,5,102815,sales,IC,0
138434,0,128.0,PhD,M,2,55476,marketing,IC,0
84948,1,175.0,High_School,M,3,182531,sales,IC,0
124824,0,145.0,Master,M,1,41991,sales,IC,0
82152,0,75.0,Master,M,5,189148,HR,IC,0
56854,1,111.0,Master,F,3,6536,marketing,IC,0
79718,0,315.0,PhD,M,6,103421,engineering,IC,0
187839,1,146.0,Bachelor,M,5,134982,sales,IC,0
70518,0,225.0,PhD,M,5,166591,sales,IC,0
149950,1,327.0,PhD,M,2,26183,sales,IC,0
182719,0,269.0,High_School,F,1,20901,engineering,IC,0
65316,0,80.0,Master,F,2,168415,HR,IC,0
150115,1,142.0,PhD,M,2,168797,marketing,IC,0
144976,0,185.0,PhD,M,3,145667,sales,MM,12
179769,1,213.0,Master,M,1,73893,sales,IC,0
176250,1,288.0,PhD,M,1,59555,marketing,IC,0
147201,0,201.0,Bachelor,M,1,83032,marketing,IC,0
51416,0,67.0,Bachelor,M,1,91345,sales,IC,0
93864,0,262.0,Bachelor,F,5,190566,marketing,IC,0
160658,0,110.0,Master,F,5,53856,HR,IC,0
169271,0,225.0,Master,M,4,146600,marketing,MM,5
178622,0,84.0,Master,M,7,115765,HR,IC,0
21432,0,171.0,PhD,F,2,72965,sales,IC,0
139397,1,194.0,PhD,F,2,21470,marketing,IC,0
189890,0,280.0,Master,F,14,171351,engineering,MM,15
178363,1,379.0,Bachelor,M,5,122145,engineering,IC,0
65548,1,183.0,PhD,F,1,85717,sales,IC,0
10745,1,145.0,Master,M,3,95522,marketing,IC,0
37423,0,168.0,High_School,M,3,134048,sales,IC,0
118389,0,213.0,Bachelor,F,2,167389,sales,IC,0
101149,0,92.0,High_School,M,3,116750,engineering,IC,0
34711,1,203.0,High_School,M,4,150722,marketing,IC,0
26474,1,282.0,PhD,F,4,59862,engineering,IC,0
135848,1,217.0,High_School,M,3,121096,marketing,MM,13
172580,0,75.0,Master,M,7,177495,HR,IC,0
148359,1,179.0,Bachelor,F,3,4110,sales,IC,0
175929,0,117.0,PhD,M,7,195165,engineering,IC,0
168545,0,257.0,Bachelor,M,8,176424,marketing,D,26
163398,0,254.0,High_School,F,6,24979,marketing,IC,0
184291,0,348.0,Bachelor,M,2,66692,sales,IC,0
157982,1,299.0,PhD,F,7,196660,sales,IC,0
120041,1,294.0,Master,M,2,32938,engineering,IC,0
98958,0,153.0,PhD,M,1,177772,marketing,IC,0
92593,1,86.0,PhD,M,3,133420,sales,IC,0
92023,0,253.0,PhD,M,3,27704,sales,IC,0
165154,0,298.0,Bachelor,M,2,103912,sales,IC,0
144725,0,226.0,Master,M,3,2644,sales,IC,0
61708,1,248.0,Master,M,9,81111,engineering,IC,0
143281,0,265.0,PhD,M,3,46957,sales,IC,0
130887,1,213.0,PhD,M,1,91254,marketing,IC,0
152368,1,166.0,Master,M,2,46957,sales,IC,0
142245,1,99.0,Bachelor,M,3,113124,sales,IC,0
167563,0,399.0,Master,M,5,109102,sales,IC,0
128997,1,78.0,Master,F,3,146473,marketing,IC,0
130619,0,193.0,PhD,M,1,164326,sales,IC,0
164250,0,162.0,Master,F,5,20901,engineering,IC,0
44346,0,307.0,Bachelor,F,7,90834,sales,IC,0
188509,1,347.0,High_School,M,4,101484,engineering,IC,0
20025,1,145.0,Bachelor,F,2,157931,engineering,IC,0
153987,0,187.0,PhD,M,1,153551,sales,IC,0
146538,1,325.0,Master,M,2,109254,sales,IC,0
83252,0,98.0,Bachelor,F,2,61443,HR,IC,0
187749,1,159.0,PhD,M,2,95841,engineering,IC,0
42044,0,98.0,High_School,M,2,146473,marketing,IC,0
93828,1,124.0,High_School,F,6,92585,marketing,IC,0
79,0,96.0,Master,M,4,65174,sales,MM,9
136431,0,106.0,Bachelor,F,4,64087,HR,IC,0
99226,1,87.0,Master,F,2,111082,sales,IC,0
132652,0,113.0,PhD,F,2,742,HR,IC,0
94165,1,160.0,Bachelor,F,1,110091,engineering,IC,0
121034,0,137.0,Master,M,1,197206,marketing,IC,0
125912,1,182.0,Bachelor,F,21,107658,marketing,D,101
126662,0,158.0,PhD,M,2,76135,marketing,IC,0
59617,0,75.0,Bachelor,F,2,159638,HR,IC,0
67957,0,201.0,High_School,M,3,171499,engineering,IC,0
112663,1,259.0,Master,M,4,24071,engineering,IC,0
45965,0,207.0,Master,M,1,69379,sales,IC,0
92266,0,140.0,Master,M,2,165853,engineering,IC,0
2829,0,217.0,Master,M,3,46957,sales,IC,0
80198,0,337.0,PhD,M,2,168905,engineering,IC,0
94152,0,168.0,Bachelor,M,3,193621,sales,IC,0
29996,0,150.0,Bachelor,M,3,197832,marketing,IC,0
153913,1,144.0,High_School,M,7,93223,engineering,IC,0
1904,0,103.0,PhD,M,6,129734,engineering,IC,0
49803,1,81.0,PhD,F,3,33665,HR,IC,0
65910,1,383.0,Master,M,1,12649,engineering,IC,0
110508,0,175.0,Bachelor,M,4,183869,engineering,MM,13
36705,0,66.0,Master,F,7,61443,HR,IC,0
172989,0,83.0,Master,M,11,34051,sales,D,81
128450,0,335.0,High_School,M,3,10922,sales,IC,0
84629,0,94.0,High_School,M,2,81421,HR,IC,0
29009,0,281.0,High_School,M,3,167650,engineering,IC,0
34773,0,199.0,Bachelor,M,8,71757,marketing,IC,0
128752,1,219.0,PhD,M,5,196058,marketing,IC,0
153075,0,203.0,Master,M,2,159906,sales,IC,0
47821,0,295.0,PhD,M,2,62081,sales,IC,0
151101,0,264.0,Master,M,6,147783,sales,IC,0
124491,0,266.0,Master,M,2,148032,sales,IC,0
39396,1,120.0,PhD,F,1,33266,marketing,IC,0
158936,1,366.0,High_School,M,4,189038,engineering,IC,0
117368,0,199.0,PhD,M,3,162035,sales,IC,0
188925,1,261.0,PhD,M,2,52313,sales,IC,0
19937,1,213.0,PhD,F,3,7212,marketing,IC,0
190315,1,80.0,Bachelor,F,4,24287,HR,IC,0
64256,1,212.0,PhD,M,6,29960,marketing,IC,0
167143,1,88.0,High_School,M,5,197832,marketing,IC,0
198783,0,81.0,Bachelor,M,2,97422,HR,IC,0
62105,1,173.0,Master,F,2,98419,marketing,IC,0
112152,0,68.0,Bachelor,F,1,185285,HR,IC,0
43174,0,71.0,Master,F,2,185285,HR,IC,0
168222,1,133.0,High_School,M,2,71945,engineering,IC,0
92863,1,211.0,PhD,M,4,105542,marketing,IC,0
180841,0,205.0,PhD,M,4,123387,sales,IC,0
42096,0,207.0,Master,M,3,89002,sales,MM,11
85245,1,246.0,High_School,M,5,93223,engineering,IC,0
116151,1,272.0,Bachelor,M,3,89837,marketing,IC,0
112055,1,192.0,High_School,M,1,137369,sales,IC,0
149987,0,86.0,Bachelor,F,1,125114,HR,IC,0
110437,0,108.0,PhD,M,2,73846,sales,IC,0
163275,0,127.0,PhD,M,8,149970,marketing,IC,0
34447,0,217.0,High_School,M,1,140393,engineering,IC,0
151214,0,76.0,Bachelor,M,1,164501,HR,IC,0
126402,1,290.0,Master,M,2,116750,engineering,IC,0
73223,1,218.0,Master,M,2,185982,sales,IC,0
34977,1,325.0,Master,M,11,94362,sales,MM,15
664,1,134.0,PhD,M,6,147819,sales,IC,0
66591,0,257.0,Master,M,4,78493,sales,MM,10
17907,1,136.0,Master,F,1,168742,sales,IC,0
199568,1,124.0,High_School,M,1,123000,sales,IC,0
117226,1,203.0,Bachelor,M,1,159996,sales,IC,0
106521,0,286.0,Master,M,2,75242,engineering,IC,0
97130,0,328.0,Bachelor,F,3,101819,engineering,IC,0
195905,0,74.0,Master,F,3,102043,marketing,IC,0
113218,0,86.0,High_School,F,5,10786,HR,IC,0
197863,0,246.0,PhD,M,3,149970,marketing,IC,0
166665,1,201.0,Master,M,3,70406,marketing,IC,0
3430,1,93.0,Master,F,3,172541,HR,IC,0
150626,0,111.0,PhD,M,5,21086,HR,IC,0
194161,0,216.0,PhD,F,5,127266,marketing,IC,0
22142,0,159.0,High_School,M,5,94039,sales,IC,0
112601,0,137.0,High_School,F,3,87847,sales,IC,0
91654,0,395.0,PhD,M,10,109804,engineering,D,44
108138,1,195.0,Bachelor,M,2,82463,marketing,IC,0
84840,1,164.0,Master,M,3,76135,marketing,IC,0
59745,0,74.0,Master,F,1,115765,HR,IC,0
62863,1,375.0,Master,M,4,73663,marketing,IC,0
67227,1,70.0,PhD,M,5,115765,HR,IC,0
44429,1,109.0,Master,M,7,93223,engineering,IC,0
141317,1,246.0,Master,M,10,24691,sales,MM,13
139979,0,146.0,PhD,M,4,87847,sales,IC,0
64435,0,118.0,Master,F,2,198875,engineering,IC,0
77283,1,266.0,Bachelor,F,4,115694,engineering,IC,0
107152,1,99.0,PhD,F,13,51535,engineering,VP,174
130557,0,89.0,PhD,M,3,143473,HR,IC,0
193759,0,87.0,Bachelor,M,5,154375,HR,IC,0
112375,0,180.0,High_School,M,5,184998,sales,IC,0
60066,0,176.0,Master,M,3,141317,sales,IC,0
135238,0,164.0,High_School,M,19,84011,sales,D,46
50966,0,274.0,High_School,M,3,194078,marketing,IC,0
61556,0,169.0,PhD,M,3,148032,sales,IC,0
36209,0,314.0,Master,M,2,7966,sales,IC,0
27127,1,110.0,Master,M,4,92585,marketing,IC,0
3152,1,215.0,High_School,M,4,95169,sales,IC,0
35602,1,162.0,High_School,M,7,77670,sales,IC,0
12009,1,165.0,Master,M,1,9239,sales,IC,0
16537,0,226.0,High_School,M,4,99139,sales,IC,0
74588,0,307.0,PhD,M,2,182038,sales,IC,0
156901,1,119.0,High_School,M,1,144219,engineering,IC,0
76531,1,143.0,Bachelor,M,4,182028,engineering,IC,0
76296,0,219.0,High_School,F,4,6536,marketing,IC,0
50760,0,360.0,Master,M,3,94611,engineering,IC,0
115678,0,231.0,High_School,F,2,193920,sales,IC,0
49753,0,185.0,PhD,F,3,113618,marketing,IC,0
151987,0,60.0,PhD,F,1,73254,HR,IC,0
41553,0,232.0,PhD,M,1,198424,marketing,IC,0
