employee_id,signing_bonus,salary,yrs_experience,level,n_subordinates,is_male,degree,dept_HR,dept_engineering,dept_marketing,dept_sales
147845,1,136.0,4,0,0,0,1,1.0,0.0,0.0,0.0
79070,0,61.0,1,0,0,1,1,1.0,0.0,0.0,0.0
85081,1,280.0,2,0,0,1,1,0.0,0.0,0.0,1.0
192105,1,217.0,4,0,0,1,2,0.0,1.0,0.0,0.0
92320,0,127.0,1,0,0,0,3,0.0,0.0,0.0,1.0
19057,0,201.0,3,0,0,0,1,0.0,0.0,1.0,0.0
181394,0,323.0,6,0,0,1,1,0.0,0.0,1.0,0.0
124641,1,134.0,2,0,0,0,1,0.0,0.0,0.0,1.0
116417,1,175.0,4,0,0,0,3,0.0,1.0,0.0,0.0
170710,0,301.0,2,0,0,1,1,0.0,0.0,0.0,1.0
52498,1,181.0,5,0,0,1,2,0.0,0.0,1.0,0.0
189516,1,193.0,2,0,0,0,2,0.0,0.0,0.0,1.0
30050,0,82.0,4,0,0,1,2,1.0,0.0,0.0,0.0
130780,0,174.0,1,0,0,1,1,0.0,1.0,0.0,0.0
133343,1,62.0,4,0,0,1,3,1.0,0.0,0.0,0.0
99589,0,360.0,1,0,0,0,2,0.0,0.0,1.0,0.0
116714,1,289.0,3,0,0,0,1,0.0,1.0,0.0,0.0
44967,0,62.0,4,0,0,1,1,1.0,0.0,0.0,0.0
71499,0,359.0,26,3,111,1,3,0.0,0.0,1.0,0.0
42576,0,201.0,3,0,0,1,1,0.0,0.0,1.0,0.0
11423,0,189.0,2,0,0,1,2,0.0,0.0,0.0,1.0
100854,1,88.0,3,0,0,1,2,0.0,1.0,0.0,0.0
128446,1,341.0,4,0,0,1,1,0.0,0.0,0.0,1.0
165072,0,194.0,7,0,0,0,0,0.0,0.0,0.0,1.0
154381,0,327.0,5,1,8,1,3,0.0,0.0,0.0,1.0
181340,0,94.0,7,0,0,1,3,0.0,0.0,0.0,1.0
469,0,79.0,1,0,0,1,2,0.0,0.0,1.0,0.0
192911,0,166.0,3,0,0,0,2,0.0,0.0,1.0,0.0
109804,1,199.0,24,3,344,1,3,0.0,1.0,0.0,0.0
128522,0,74.0,6,0,0,0,1,1.0,0.0,0.0,0.0
63303,0,92.0,1,0,0,0,3,1.0,0.0,0.0,0.0
187931,0,181.0,1,0,0,1,1,0.0,0.0,0.0,1.0
89731,0,159.0,2,0,0,1,1,0.0,1.0,0.0,0.0
76859,1,125.0,3,0,0,1,1,0.0,0.0,0.0,1.0
143473,0,75.0,7,1,7,0,2,1.0,0.0,0.0,0.0
183718,0,379.0,2,0,0,0,3,0.0,1.0,0.0,0.0
130834,1,360.0,13,1,7,0,3,0.0,1.0,0.0,0.0
191485,0,322.0,11,1,12,1,3,0.0,0.0,0.0,1.0
159974,1,168.0,2,0,0,0,0,0.0,0.0,0.0,1.0
82591,1,290.0,5,0,0,1,1,0.0,1.0,0.0,0.0
141849,0,82.0,4,0,0,0,1,1.0,0.0,0.0,0.0
32959,0,95.0,2,0,0,1,1,1.0,0.0,0.0,0.0
148599,0,244.0,4,0,0,1,0,0.0,0.0,1.0,0.0
24913,0,173.0,5,0,0,1,1,0.0,0.0,0.0,1.0
97381,0,68.0,6,0,0,0,2,1.0,0.0,0.0,0.0
67211,1,173.0,5,0,0,1,0,0.0,0.0,0.0,1.0
86787,1,91.0,8,0,0,1,1,1.0,0.0,0.0,0.0
10768,0,188.0,1,0,0,1,3,0.0,0.0,0.0,1.0
152748,1,207.0,3,0,0,1,3,0.0,0.0,0.0,1.0
133748,1,205.0,3,0,0,1,3,0.0,0.0,0.0,1.0
13395,0,211.0,4,0,0,1,2,0.0,0.0,0.0,1.0
106349,0,78.0,3,0,0,1,3,1.0,0.0,0.0,0.0
121739,0,222.0,3,0,0,1,2,0.0,0.0,1.0,0.0
77212,0,281.0,5,0,0,1,3,0.0,1.0,0.0,0.0
156450,1,218.0,2,0,0,1,2,0.0,1.0,0.0,0.0
97932,0,281.0,3,0,0,1,0,0.0,0.0,0.0,1.0
5374,0,171.0,4,1,17,1,2,0.0,0.0,0.0,1.0
110310,0,114.0,5,0,0,1,1,1.0,0.0,0.0,0.0
196291,1,202.0,5,0,0,0,1,0.0,1.0,0.0,0.0
54808,1,344.0,8,1,10,1,3,0.0,0.0,0.0,1.0
196513,0,395.0,1,0,0,0,0,0.0,1.0,0.0,0.0
119763,0,89.0,3,0,0,1,1,0.0,0.0,0.0,1.0
76649,0,149.0,2,0,0,0,1,0.0,0.0,0.0,1.0
178516,0,63.0,3,0,0,1,1,0.0,1.0,0.0,0.0
1349,1,123.0,3,0,0,1,3,0.0,0.0,0.0,1.0
28435,0,174.0,6,0,0,1,1,0.0,0.0,1.0,0.0
1628,0,159.0,3,0,0,1,1,0.0,0.0,0.0,1.0
62816,1,188.0,1,0,0,1,3,0.0,0.0,0.0,1.0
133826,1,115.0,3,0,0,1,0,0.0,0.0,0.0,1.0
149492,1,273.0,6,0,0,1,1,0.0,1.0,0.0,0.0
34868,1,213.0,6,0,0,0,0,0.0,0.0,0.0,1.0
160478,0,60.0,7,0,0,1,2,1.0,0.0,0.0,0.0
97504,1,168.0,1,0,0,1,2,0.0,1.0,0.0,0.0
7725,1,277.0,5,0,0,1,1,0.0,1.0,0.0,0.0
133388,0,398.0,6,0,0,1,2,0.0,1.0,0.0,0.0
70987,1,221.0,2,0,0,1,3,0.0,0.0,1.0,0.0
127825,0,70.0,4,0,0,0,2,1.0,0.0,0.0,0.0
100495,0,193.0,2,0,0,0,3,0.0,0.0,0.0,1.0
174518,0,196.0,4,0,0,1,2,0.0,1.0,0.0,0.0
30717,1,186.0,1,0,0,1,2,0.0,0.0,1.0,0.0
198933,0,172.0,2,0,0,1,2,0.0,1.0,0.0,0.0
18501,1,172.0,2,0,0,0,2,0.0,1.0,0.0,0.0
22956,0,231.0,6,0,0,1,1,0.0,0.0,0.0,1.0
127356,0,70.0,5,0,0,1,2,1.0,0.0,0.0,0.0
21022,1,124.0,1,0,0,0,3,0.0,0.0,0.0,1.0
58296,0,316.0,2,0,0,1,2,0.0,0.0,1.0,0.0
53548,0,180.0,6,0,0,1,3,0.0,0.0,0.0,1.0
136594,0,186.0,5,0,0,1,1,0.0,1.0,0.0,0.0
152500,0,112.0,19,3,183,1,2,1.0,0.0,0.0,0.0
18968,0,86.0,1,0,0,0,3,1.0,0.0,0.0,0.0
108284,0,323.0,4,0,0,1,2,0.0,1.0,0.0,0.0
15039,0,338.0,5,0,0,1,3,0.0,1.0,0.0,0.0
134049,0,128.0,2,0,0,0,3,0.0,0.0,0.0,1.0
61706,0,104.0,8,0,0,0,2,0.0,0.0,0.0,1.0
108033,0,86.0,4,0,0,1,0,1.0,0.0,0.0,0.0
162487,1,328.0,1,0,0,1,0,0.0,1.0,0.0,0.0
159581,0,104.0,5,0,0,0,3,1.0,0.0,0.0,0.0
108494,1,171.0,3,0,0,1,3,0.0,0.0,0.0,1.0
139370,0,96.0,7,0,0,1,2,0.0,0.0,1.0,0.0
19815,1,108.0,3,0,0,0,0,0.0,0.0,0.0,1.0
158371,0,358.0,3,0,0,1,1,0.0,1.0,0.0,0.0
107840,0,89.0,2,0,0,1,2,0.0,0.0,0.0,1.0
199397,0,274.0,1,0,0,1,1,0.0,0.0,0.0,1.0
101394,0,77.0,6,0,0,1,0,1.0,0.0,0.0,0.0
49533,1,177.0,5,0,0,1,3,0.0,0.0,0.0,1.0
184393,1,135.0,3,0,0,1,2,0.0,1.0,0.0,0.0
165874,0,297.0,2,0,0,1,1,0.0,1.0,0.0,0.0
79384,1,224.0,1,0,0,1,2,0.0,0.0,0.0,1.0
65355,0,272.0,3,0,0,0,1,0.0,1.0,0.0,0.0
62873,0,90.0,2,0,0,0,3,0.0,0.0,1.0,0.0
17615,1,348.0,3,0,0,1,3,0.0,1.0,0.0,0.0
97583,1,352.0,2,0,0,1,1,0.0,0.0,1.0,0.0
195702,0,140.0,3,0,0,0,1,0.0,0.0,0.0,1.0
97126,0,76.0,4,0,0,0,0,0.0,0.0,1.0,0.0
108439,0,258.0,4,0,0,1,1,0.0,0.0,0.0,1.0
161031,0,154.0,3,0,0,0,0,0.0,0.0,1.0,0.0
138249,0,234.0,1,0,0,1,3,0.0,0.0,0.0,1.0
175073,0,172.0,3,0,0,1,3,0.0,0.0,0.0,1.0
148724,1,288.0,4,0,0,0,2,0.0,0.0,1.0,0.0
14379,0,94.0,2,0,0,0,0,1.0,0.0,0.0,0.0
171697,0,152.0,2,0,0,1,1,0.0,1.0,0.0,0.0
182534,0,305.0,2,0,0,1,3,0.0,1.0,0.0,0.0
38291,1,130.0,5,0,0,1,2,0.0,1.0,0.0,0.0
174657,1,98.0,3,0,0,1,2,0.0,0.0,1.0,0.0
86114,1,168.0,4,0,0,1,2,0.0,1.0,0.0,0.0
27406,0,212.0,4,0,0,1,1,0.0,0.0,0.0,1.0
187003,1,174.0,1,0,0,1,2,0.0,0.0,0.0,1.0
174993,0,71.0,1,0,0,0,2,1.0,0.0,0.0,0.0
29742,0,100.0,2,0,0,1,1,0.0,1.0,0.0,0.0
176330,0,62.0,3,0,0,0,0,0.0,0.0,0.0,1.0
58136,0,73.0,5,0,0,0,2,1.0,0.0,0.0,0.0
104460,1,93.0,1,0,0,1,0,0.0,0.0,0.0,1.0
191207,0,268.0,2,0,0,0,2,0.0,0.0,1.0,0.0
46994,1,128.0,4,0,0,1,2,0.0,1.0,0.0,0.0
49927,1,273.0,2,0,0,0,0,0.0,0.0,0.0,1.0
71308,1,206.0,3,0,0,1,3,0.0,1.0,0.0,0.0
124433,0,341.0,8,0,0,1,0,0.0,1.0,0.0,0.0
154456,0,166.0,2,0,0,1,3,0.0,0.0,0.0,1.0
39020,1,126.0,4,0,0,1,3,0.0,1.0,0.0,0.0
136561,0,156.0,1,0,0,1,0,0.0,0.0,0.0,1.0
167061,1,324.0,1,0,0,0,1,0.0,0.0,0.0,1.0
60028,1,246.0,6,0,0,1,2,0.0,0.0,0.0,1.0
12804,0,71.0,2,0,0,0,1,1.0,0.0,0.0,0.0
163136,1,367.0,2,0,0,0,1,0.0,1.0,0.0,0.0
24371,1,68.0,3,0,0,0,3,1.0,0.0,0.0,0.0
123263,0,119.0,11,1,11,1,3,1.0,0.0,0.0,0.0
29749,0,84.0,4,1,9,1,3,1.0,0.0,0.0,0.0
75282,1,387.0,1,0,0,0,3,0.0,1.0,0.0,0.0
26505,1,118.0,2,1,10,0,2,0.0,0.0,1.0,0.0
45966,1,211.0,4,0,0,0,2,0.0,1.0,0.0,0.0
129538,0,311.0,4,0,0,1,2,0.0,1.0,0.0,0.0
52102,0,201.0,5,0,0,1,1,0.0,0.0,0.0,1.0
118243,0,186.0,5,0,0,0,0,0.0,0.0,1.0,0.0
64112,0,65.0,3,0,0,0,2,1.0,0.0,0.0,0.0
134338,1,168.0,1,0,0,1,2,0.0,0.0,1.0,0.0
3780,0,207.0,4,0,0,1,3,0.0,1.0,0.0,0.0
146629,0,205.0,19,2,82,1,3,0.0,1.0,0.0,0.0
117117,1,76.0,5,0,0,1,1,0.0,0.0,1.0,0.0
61403,0,228.0,12,2,66,1,3,0.0,1.0,0.0,0.0
5425,1,156.0,4,0,0,0,1,0.0,0.0,1.0,0.0
81245,0,79.0,2,0,0,0,0,1.0,0.0,0.0,0.0
96981,0,253.0,1,0,0,1,1,0.0,1.0,0.0,0.0
80456,0,97.0,3,0,0,1,3,0.0,0.0,0.0,1.0
99499,0,101.0,2,0,0,1,2,0.0,1.0,0.0,0.0
91139,1,110.0,3,0,0,1,1,0.0,0.0,0.0,1.0
170172,0,224.0,1,0,0,1,3,0.0,0.0,1.0,0.0
110336,0,173.0,2,0,0,1,0,0.0,1.0,0.0,0.0
42884,1,100.0,3,0,0,1,3,0.0,0.0,0.0,1.0
4730,0,60.0,7,0,0,1,2,0.0,0.0,1.0,0.0
113771,0,140.0,5,0,0,1,2,0.0,1.0,0.0,0.0
147824,0,195.0,3,0,0,1,2,0.0,0.0,0.0,1.0
45969,0,136.0,17,2,52,0,1,1.0,0.0,0.0,0.0
16073,0,241.0,6,1,13,0,3,0.0,0.0,1.0,0.0
107119,0,103.0,3,0,0,0,0,0.0,0.0,0.0,1.0
47755,1,295.0,5,2,75,0,2,0.0,0.0,0.0,1.0
82089,0,306.0,4,0,0,1,1,0.0,0.0,1.0,0.0
180228,0,130.0,3,0,0,1,3,0.0,0.0,0.0,1.0
142022,0,314.0,5,0,0,0,2,0.0,1.0,0.0,0.0
91192,0,126.0,1,0,0,1,3,0.0,0.0,0.0,1.0
181566,1,205.0,22,2,45,1,3,0.0,0.0,1.0,0.0
117708,0,236.0,3,0,0,1,3,0.0,0.0,0.0,1.0
57917,0,217.0,1,0,0,0,3,0.0,0.0,0.0,1.0
128055,0,356.0,1,0,0,1,3,0.0,1.0,0.0,0.0
47954,0,173.0,7,0,0,0,1,0.0,1.0,0.0,0.0
34577,1,155.0,6,0,0,1,1,0.0,1.0,0.0,0.0
102109,0,215.0,3,0,0,1,0,0.0,1.0,0.0,0.0
39236,1,183.0,7,0,0,0,2,0.0,0.0,0.0,1.0
73436,1,160.0,4,0,0,1,2,0.0,0.0,0.0,1.0
156333,1,197.0,1,0,0,1,0,0.0,1.0,0.0,0.0
29455,1,135.0,1,0,0,0,0,0.0,0.0,1.0,0.0
125806,1,132.0,3,0,0,0,3,0.0,1.0,0.0,0.0
167354,0,167.0,4,0,0,0,3,0.0,0.0,0.0,1.0
165668,0,392.0,11,1,3,1,3,0.0,1.0,0.0,0.0
116613,1,249.0,2,0,0,0,3,0.0,0.0,0.0,1.0
80089,0,203.0,7,0,0,0,2,0.0,1.0,0.0,0.0
94964,1,342.0,3,0,0,1,2,0.0,1.0,0.0,0.0
6881,1,196.0,2,0,0,0,2,0.0,1.0,0.0,0.0
65437,1,223.0,5,0,0,0,3,0.0,0.0,0.0,1.0
20012,0,123.0,2,0,0,1,2,0.0,0.0,0.0,1.0
176424,0,191.0,15,3,206,1,2,0.0,0.0,1.0,0.0
59539,0,263.0,1,0,0,1,1,0.0,0.0,0.0,1.0
55972,1,95.0,8,1,12,1,2,1.0,0.0,0.0,0.0
174126,1,97.0,1,0,0,1,0,0.0,0.0,0.0,1.0
184555,0,85.0,5,0,0,1,1,1.0,0.0,0.0,0.0
38402,0,114.0,3,0,0,1,0,0.0,0.0,1.0,0.0
127223,1,304.0,5,0,0,1,0,0.0,0.0,0.0,1.0
66184,1,232.0,1,0,0,1,3,0.0,0.0,0.0,1.0
182556,0,217.0,4,1,12,1,0,0.0,0.0,0.0,1.0
68557,1,216.0,1,0,0,1,2,0.0,0.0,0.0,1.0
181836,0,120.0,2,0,0,1,0,1.0,0.0,0.0,0.0
94480,0,118.0,1,0,0,0,0,1.0,0.0,0.0,0.0
59862,0,352.0,7,1,9,1,1,0.0,1.0,0.0,0.0
114790,0,98.0,7,0,0,1,0,0.0,0.0,0.0,1.0
97067,0,200.0,5,0,0,1,2,0.0,0.0,0.0,1.0
136025,1,311.0,2,0,0,1,1,0.0,0.0,1.0,0.0
97719,0,100.0,1,0,0,1,1,0.0,0.0,1.0,0.0
132005,0,86.0,5,0,0,1,2,0.0,1.0,0.0,0.0
21602,0,140.0,2,0,0,0,0,1.0,0.0,0.0,0.0
134168,1,363.0,5,0,0,0,2,0.0,0.0,0.0,1.0
69252,1,249.0,4,0,0,1,3,0.0,0.0,0.0,1.0
127450,0,186.0,2,0,0,1,1,0.0,0.0,1.0,0.0
141542,0,66.0,3,0,0,0,1,1.0,0.0,0.0,0.0
137256,0,249.0,1,0,0,0,1,0.0,0.0,0.0,1.0
122831,0,62.0,4,0,0,1,1,0.0,0.0,0.0,1.0
81154,1,148.0,8,0,0,0,3,0.0,0.0,1.0,0.0
79304,0,138.0,6,0,0,1,1,0.0,0.0,1.0,0.0
155901,1,344.0,4,0,0,1,3,0.0,0.0,1.0,0.0
88303,0,97.0,10,1,11,1,1,0.0,0.0,0.0,1.0
179149,0,70.0,9,1,8,0,2,1.0,0.0,0.0,0.0
133091,1,94.0,7,0,0,1,3,0.0,1.0,0.0,0.0
71348,0,65.0,2,0,0,0,3,1.0,0.0,0.0,0.0
40,0,71.0,3,0,0,0,2,1.0,0.0,0.0,0.0
77301,1,155.0,6,0,0,0,3,0.0,0.0,0.0,1.0
82743,1,105.0,2,0,0,1,1,0.0,0.0,1.0,0.0
140181,0,103.0,1,0,0,0,1,0.0,0.0,0.0,1.0
47553,0,356.0,6,2,68,1,2,0.0,1.0,0.0,0.0
142031,0,293.0,3,0,0,1,2,0.0,1.0,0.0,0.0
135124,0,246.0,2,0,0,1,3,0.0,0.0,0.0,1.0
120266,0,242.0,4,0,0,1,1,0.0,0.0,1.0,0.0
106374,0,220.0,4,0,0,1,3,0.0,0.0,1.0,0.0
76855,0,63.0,4,0,0,1,1,0.0,0.0,0.0,1.0
109027,0,67.0,2,0,0,0,2,1.0,0.0,0.0,0.0
178686,0,69.0,2,0,0,1,0,0.0,1.0,0.0,0.0
171907,0,326.0,7,2,103,1,1,0.0,0.0,0.0,1.0
122102,0,322.0,5,0,0,0,1,0.0,1.0,0.0,0.0
71205,0,229.0,1,0,0,1,2,0.0,0.0,0.0,1.0
107510,0,198.0,4,0,0,1,0,0.0,1.0,0.0,0.0
129591,0,208.0,3,0,0,1,0,0.0,0.0,0.0,1.0
99404,0,303.0,1,0,0,0,1,0.0,0.0,1.0,0.0
58902,0,384.0,6,0,0,0,3,0.0,1.0,0.0,0.0
39366,0,69.0,4,0,0,0,1,1.0,0.0,0.0,0.0
69390,0,333.0,1,0,0,1,2,0.0,0.0,0.0,1.0
84007,1,97.0,3,0,0,0,1,0.0,1.0,0.0,0.0
37081,0,314.0,7,0,0,1,1,0.0,0.0,0.0,1.0
36437,0,220.0,4,0,0,0,2,0.0,0.0,1.0,0.0
133448,0,179.0,1,0,0,0,3,0.0,0.0,0.0,1.0
51134,1,205.0,7,0,0,1,0,0.0,0.0,0.0,1.0
129977,0,62.0,2,0,0,0,2,1.0,0.0,0.0,0.0
12075,0,172.0,3,0,0,1,1,0.0,0.0,0.0,1.0
71833,0,362.0,4,0,0,1,2,0.0,0.0,1.0,0.0
111068,0,194.0,4,0,0,1,0,0.0,0.0,0.0,1.0
54633,0,84.0,5,0,0,1,0,1.0,0.0,0.0,0.0
91114,1,250.0,2,0,0,0,1,0.0,0.0,0.0,1.0
116791,1,253.0,5,0,0,0,1,0.0,0.0,1.0,0.0
129870,1,267.0,1,0,0,0,3,0.0,0.0,1.0,0.0
71817,0,314.0,3,0,0,1,2,0.0,0.0,0.0,1.0
36255,1,88.0,5,0,0,0,1,0.0,1.0,0.0,0.0
67726,0,293.0,2,0,0,0,3,0.0,0.0,1.0,0.0
63104,0,69.0,2,0,0,0,3,1.0,0.0,0.0,0.0
15020,0,195.0,9,0,0,0,3,0.0,0.0,1.0,0.0
2659,0,353.0,2,0,0,1,2,0.0,1.0,0.0,0.0
152884,0,362.0,1,0,0,0,1,0.0,1.0,0.0,0.0
23778,1,267.0,4,0,0,1,3,0.0,0.0,1.0,0.0
181390,0,184.0,6,0,0,1,2,0.0,0.0,1.0,0.0
55029,0,239.0,3,0,0,1,2,0.0,0.0,1.0,0.0
69120,0,65.0,3,0,0,0,2,1.0,0.0,0.0,0.0
167398,0,60.0,2,0,0,1,3,1.0,0.0,0.0,0.0
4606,0,283.0,6,0,0,1,0,0.0,1.0,0.0,0.0
66324,1,102.0,3,0,0,1,0,0.0,1.0,0.0,0.0
97891,0,113.0,1,0,0,0,1,0.0,0.0,1.0,0.0
16144,0,180.0,4,0,0,0,3,0.0,1.0,0.0,0.0
138338,0,268.0,5,0,0,1,1,0.0,1.0,0.0,0.0
198494,0,140.0,3,0,0,1,0,0.0,0.0,0.0,1.0
120302,0,260.0,3,0,0,1,3,0.0,0.0,1.0,0.0
182531,1,232.0,13,1,13,1,1,0.0,0.0,0.0,1.0
111431,0,207.0,2,0,0,0,3,0.0,0.0,0.0,1.0
94491,0,233.0,4,0,0,1,3,0.0,1.0,0.0,0.0
52476,0,278.0,5,0,0,0,0,0.0,0.0,1.0,0.0
152022,0,140.0,2,0,0,0,1,0.0,1.0,0.0,0.0
100211,1,176.0,3,0,0,1,2,0.0,1.0,0.0,0.0
23295,0,194.0,1,0,0,1,2,0.0,1.0,0.0,0.0
88966,1,206.0,3,0,0,1,1,0.0,0.0,0.0,1.0
64750,1,341.0,6,1,16,1,2,0.0,1.0,0.0,0.0
118656,1,84.0,4,0,0,0,2,0.0,0.0,0.0,1.0
65913,1,197.0,1,0,0,1,3,0.0,1.0,0.0,0.0
134658,0,137.0,8,1,10,0,2,0.0,0.0,0.0,1.0
161132,1,153.0,8,1,13,1,3,0.0,0.0,1.0,0.0
160532,0,320.0,4,0,0,0,3,0.0,0.0,0.0,1.0
166793,1,392.0,3,0,0,1,2,0.0,1.0,0.0,0.0
109693,0,72.0,4,0,0,0,3,1.0,0.0,0.0,0.0
1305,0,165.0,8,0,0,1,3,0.0,0.0,0.0,1.0
20620,0,114.0,5,0,0,0,3,0.0,1.0,0.0,0.0
88960,1,149.0,3,0,0,0,1,0.0,0.0,0.0,1.0
68439,0,163.0,4,0,0,1,2,0.0,0.0,1.0,0.0
97405,0,76.0,7,0,0,0,3,1.0,0.0,0.0,0.0
75313,1,273.0,3,0,0,1,2,0.0,1.0,0.0,0.0
37789,0,292.0,4,0,0,1,2,0.0,0.0,0.0,1.0
96761,1,255.0,3,0,0,0,1,0.0,0.0,1.0,0.0
62244,1,153.0,3,0,0,0,1,0.0,0.0,0.0,1.0
111974,1,301.0,10,1,10,0,3,0.0,1.0,0.0,0.0
64239,0,277.0,4,0,0,0,3,0.0,0.0,0.0,1.0
113744,0,382.0,2,0,0,0,3,0.0,1.0,0.0,0.0
20234,0,153.0,5,0,0,0,0,0.0,0.0,1.0,0.0
55687,0,80.0,1,0,0,1,3,0.0,0.0,1.0,0.0
144685,0,181.0,3,0,0,1,1,0.0,0.0,1.0,0.0
79365,0,174.0,3,0,0,0,3,0.0,0.0,0.0,1.0
105408,1,243.0,3,0,0,1,3,0.0,1.0,0.0,0.0
89740,1,347.0,3,0,0,1,3,0.0,1.0,0.0,0.0
128474,0,138.0,4,0,0,1,2,0.0,0.0,0.0,1.0
187301,0,66.0,3,0,0,0,1,1.0,0.0,0.0,0.0
170745,0,160.0,7,0,0,1,0,0.0,1.0,0.0,0.0
24605,0,90.0,4,0,0,1,0,1.0,0.0,0.0,0.0
86931,0,154.0,5,0,0,0,3,0.0,0.0,1.0,0.0
132598,0,220.0,1,0,0,1,3,0.0,0.0,1.0,0.0
54137,0,336.0,3,0,0,1,0,0.0,1.0,0.0,0.0
41304,1,178.0,2,0,0,1,0,0.0,0.0,0.0,1.0
151403,1,336.0,6,0,0,1,2,0.0,0.0,1.0,0.0
179334,1,124.0,5,0,0,0,2,0.0,0.0,1.0,0.0
188088,0,77.0,3,0,0,1,1,1.0,0.0,0.0,0.0
110742,0,214.0,1,0,0,1,1,0.0,0.0,0.0,1.0
160261,1,340.0,4,1,10,1,3,0.0,0.0,1.0,0.0
40958,1,276.0,1,0,0,0,1,0.0,1.0,0.0,0.0
108473,0,121.0,6,0,0,0,3,1.0,0.0,0.0,0.0
3164,0,94.0,2,0,0,1,3,1.0,0.0,0.0,0.0
69504,0,91.0,3,0,0,0,2,1.0,0.0,0.0,0.0
101583,1,152.0,6,0,0,0,2,0.0,0.0,1.0,0.0
57701,1,123.0,11,1,5,1,3,1.0,0.0,0.0,0.0
6072,0,70.0,2,0,0,0,2,1.0,0.0,0.0,0.0
189611,1,105.0,1,0,0,1,3,0.0,1.0,0.0,0.0
88152,1,83.0,2,0,0,1,1,0.0,1.0,0.0,0.0
171947,0,82.0,4,0,0,0,3,1.0,0.0,0.0,0.0
41756,0,224.0,3,0,0,1,0,0.0,0.0,1.0,0.0
24382,0,110.0,1,0,0,0,2,0.0,0.0,1.0,0.0
23476,0,134.0,1,0,0,0,1,0.0,0.0,1.0,0.0
82874,0,163.0,5,0,0,0,1,0.0,0.0,0.0,1.0
13261,1,248.0,4,0,0,1,3,0.0,1.0,0.0,0.0
180909,0,70.0,5,0,0,0,0,1.0,0.0,0.0,0.0
45200,0,68.0,4,0,0,0,0,1.0,0.0,0.0,0.0
58476,0,361.0,9,0,0,1,2,0.0,1.0,0.0,0.0
103709,0,129.0,7,0,0,0,0,0.0,0.0,0.0,1.0
21681,0,260.0,4,0,0,1,3,0.0,0.0,1.0,0.0
114529,0,157.0,2,0,0,1,3,0.0,0.0,1.0,0.0
8665,0,269.0,13,2,51,0,2,0.0,0.0,0.0,1.0
161262,0,72.0,2,0,0,0,2,1.0,0.0,0.0,0.0
175204,1,126.0,4,0,0,1,1,0.0,0.0,0.0,1.0
138914,1,121.0,1,0,0,1,2,0.0,0.0,0.0,1.0
59327,0,74.0,11,1,9,0,0,1.0,0.0,0.0,0.0
85532,0,258.0,3,0,0,1,1,0.0,0.0,0.0,1.0
19258,0,256.0,1,0,0,1,3,0.0,0.0,0.0,1.0
140829,0,72.0,3,0,0,0,3,1.0,0.0,0.0,0.0
48039,0,247.0,3,0,0,1,3,0.0,1.0,0.0,0.0
35227,1,178.0,1,0,0,1,3,0.0,1.0,0.0,0.0
178954,1,202.0,9,1,11,1,3,0.0,1.0,0.0,0.0
84,0,131.0,7,0,0,0,3,0.0,0.0,0.0,1.0
16462,0,89.0,3,0,0,0,3,1.0,0.0,0.0,0.0
134105,1,194.0,1,0,0,1,2,0.0,0.0,0.0,1.0
79938,1,68.0,5,0,0,1,3,1.0,0.0,0.0,0.0
5214,0,64.0,2,0,0,1,3,1.0,0.0,0.0,0.0
11672,0,237.0,7,0,0,0,2,0.0,0.0,0.0,1.0
157831,0,192.0,5,0,0,1,1,0.0,0.0,0.0,1.0
57724,1,346.0,4,0,0,1,0,0.0,1.0,0.0,0.0
118583,0,225.0,1,0,0,1,3,0.0,0.0,1.0,0.0
130992,0,153.0,1,0,0,0,2,0.0,0.0,0.0,1.0
19528,0,395.0,2,0,0,0,2,0.0,1.0,0.0,0.0
143437,0,144.0,11,2,55,1,1,0.0,0.0,1.0,0.0
41335,1,381.0,4,1,15,1,1,0.0,1.0,0.0,0.0
75638,0,72.0,5,0,0,1,3,1.0,0.0,0.0,0.0
57443,0,64.0,2,0,0,0,0,1.0,0.0,0.0,0.0
72627,0,62.0,5,0,0,1,3,1.0,0.0,0.0,0.0
103932,0,64.0,1,0,0,0,3,1.0,0.0,0.0,0.0
115450,1,246.0,2,0,0,1,3,0.0,1.0,0.0,0.0
21046,1,65.0,1,0,0,0,1,1.0,0.0,0.0,0.0
68413,1,229.0,1,0,0,1,0,0.0,0.0,1.0,0.0
135028,0,237.0,6,0,0,1,1,0.0,0.0,0.0,1.0
54260,1,259.0,9,0,0,0,0,0.0,0.0,1.0,0.0
176748,0,173.0,1,0,0,1,0,0.0,0.0,0.0,1.0
100299,1,213.0,3,0,0,1,1,0.0,1.0,0.0,0.0
149973,0,126.0,2,0,0,1,2,0.0,0.0,1.0,0.0
17120,0,69.0,3,0,0,1,1,0.0,1.0,0.0,0.0
3739,0,155.0,2,0,0,1,2,0.0,1.0,0.0,0.0
37731,0,320.0,2,0,0,1,2,0.0,0.0,0.0,1.0
195188,0,139.0,2,0,0,1,1,0.0,0.0,0.0,1.0
159095,1,357.0,1,0,0,1,1,0.0,0.0,0.0,1.0
186587,1,210.0,3,0,0,1,2,0.0,1.0,0.0,0.0
9432,1,82.0,2,0,0,1,3,0.0,0.0,0.0,1.0
137323,0,100.0,6,0,0,1,1,1.0,0.0,0.0,0.0
186465,0,76.0,4,0,0,0,1,1.0,0.0,0.0,0.0
102815,1,187.0,3,1,10,0,3,0.0,0.0,0.0,1.0
